Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.6909282680472422+18.64743859778847j),(1.1698651737672212+0.2529773343692066j),(0.11274083329267601-0.13546312651295545j),(-0.0030480581796128474-0.011233322117526288j),(-0.00039018741896431654-0.0029168734339671985j),(-0.0007512936448765032-0.000859434351934915j),(0.00010602746986874053-0.00244176099995849j),(0.0036053619122451155-0.004506755393003687j),(0.17622277488944496+0.013387663117785956j),(-0.00035696225047775546-0.00011193529174602132j),(-0.0005209292741455927-0.0007140985379894149j),(-0.0005212606885764402-0.0007275205976767675j),(-0.0005272015327401628-0.0007496065041097874j),(-0.00157905976157929-0.0042578428250755265j),(-0.0010623331890138906-0.00010932782905224143j),(-0.0026231678568917316-0.002163779279283227j),(-0.002994199810007565-0.021478385529531293j),(-0.0037134863787320234-0.048736960089649124j),(-7.623112944864046e-05+3.4989206217959504e-05j),(-6.670305601708142e-05+4.3269805865077714e-05j),(-0.0005662317925042751+7.617002940066029e-05j),(-1.1825983870322992e-05+4.6313558868615924e-05j),(1.3308600620670099e-05+4.37191599428313e-05j),(-0.0012197903431414208+0.0008407172384599558j),(0.2903116755261422-0.06733739408738315j),(0.0005958287451487645-0.00011561080057610106j),(-0.00266521993671974-0.0015443317895369637j),(1.5218784278759895e-05-4.318750047999978e-05j),(7.120079169331497e-07-3.057613138904206e-07j),(1.1904033677390329+0.20104419619168667j),(-0.0007996479570283623-0.0007240136282490262j),(-0.0003501752518851539-7.254782804378912e-05j),(-7.197819965979951e-05+3.929791960069158e-05j),(-6.313010374626673e-05+4.5896512878369314e-05j),(-8.274498109804694e-06+4.6335167215569946e-05j),(1.7684800693232934e-05+4.167783595122052e-05j),(0.29416995304960997+0.028792933628055253j),(-5.356341608016065e-09-4.127062227921905e-08j),(1.588889128717481e-06-2.2872736663269922e-05j)
Bus 02,(1.1698651737672208+0.2529773343692066j),(3.100216803867234+0.6177919255570937j),(0.29193988378620994-0.36257473832240567j),(-0.008344239387308305-0.029230111942796948j),(-0.0024723016900873246-0.004733111884846216j),(-0.0015988895607887742-0.0007868611674515432j),(-0.0007315611998943358+8.883587917044737e-05j),(-0.0008159716382085794-0.0003387703585151396j),(0.003932757961225071-0.010509598987138508j),(-0.0008245804184956024-0.0002245992140502209j),(-0.0012492823793463755-0.001570681638945963j),(-0.0012529825571111915-0.0016156358578847743j),(-0.0012702387566734478-0.0016798820737240117j),(-0.004213733068192585-0.010946585650834837j),(-0.002786776680546508-0.00023822933479712173j),(-0.007017046408476779-0.00560390125093748j),(-0.008825775071895485-0.056595573054402736j),(-0.011893570010169198-0.1285521749878494j),(-0.00019982910830011885+9.557727898667298e-05j),(-0.00017432364346834915+0.0001170442766767246j),(-0.0014919766476940218+0.00022480061076141398j),(-2.9291002312240143e-05+0.0001227874187100815j),(3.6969556746861305e-05+0.00011488608945857536j),(-0.003185767339693815+0.002270942971287287j),(0.7637538615947601-0.1902960553733527j),(0.00156848007413071-0.0003309056927136286j),(-0.007104791017428151-0.003964573412082029j),(3.8333496715047607e-05-0.00011470233791295322j),(1.8671116949826554e-06-8.380423527584005e-07j),(3.1522221746657317+0.47976590259950164j),(-0.0015871891127251375-0.0005626893205920306j),(-0.0008056741441276676-0.0001352726634896395j),(-0.00018841893676294056+0.00010677684729065812j),(-0.000164779296380459+0.00012383085581380184j),(-1.9912239453509486e-05+0.0001226960137818911j),(4.843977847424648e-05+0.00010931294240015359j),(0.007373580451738487-0.017391895304430274j),(-1.5918355392606214e-08-1.0875614696356027e-07j),(3.2130098870449236e-06-6.046996859922436e-05j)
Bus 03,(0.11274083329267598-0.1354631265129554j),(0.29193988378621-0.3625747383224058j),(2.4261220786623454+0.9585584013045214j),(0.14254321171727696-0.09326719415422924j),(0.021022266070485334-0.020699850241469208j),(0.001604862607486521-0.009662788578753119j),(-0.0018313135496963737-0.0028577740683628523j),(-0.000978843928761317-0.0033176790325391867j),(-0.00145484828931477-0.0026233801062923168j),(-0.000153757534003718-0.0047780881852287965j),(0.0063463056094141155-0.00925817205212914j),(0.006580396076072923-0.009354125991355159j),(0.006895371054747173-0.009554259890909004j),(0.051578683034363484-0.04073565868347073j),(-0.0033615919416393955-0.015295696982000603j),(0.018262812852869587-0.046837449634849725j),(0.28777412992595475-0.1414337569143515j),(0.6679599752406216-0.27755810447742346j),(-0.0008436662323677765-0.0009088116464586257j),(-0.0009159161114800894-0.0007367386287251258j),(-0.0036865642732403807-0.007599597797927327j),(-0.0007050391343290032+4.797035292178955e-05j),(-0.0005524435212744109+0.00038894648574916153j),(-0.017443640004975024-0.013244117588900017j),(0.02720162073246356-0.1126775941250529j),(0.00011336755992699053-0.00043182188219615764j),(0.007830329504465407-0.044844168964708435j),(-2.3774485183806275e-05-2.3859964800103222e-05j),(2.4371143132557496e-08-5.694697483103792e-07j),(0.27746738867316834-0.37877042635435326j),(0.00044365099445627413-0.009245620136926657j),(-0.0006003321002161226-0.004530239984712026j),(-0.0008845183516971074-0.000829174299801351j),(-0.0009362903097808206-0.000674423828277029j),(-0.0006889289895887891+9.794394059028304e-05j),(-0.0005035519868320099+0.00044096751025363753j),(-0.0017903166415475387-0.0021465126799826654j),(-2.906499317812972e-08-9.610129431129261e-09j),(-1.465490115122866e-05-8.347043229253314e-06j)
Bus 04,(-0.0030480581796128465-0.011233322117526283j),(-0.008344239387308303-0.02923011194279695j),(0.14254321171727696-0.09326719415422921j),(1.4113152490884977+0.8639642419773194j),(0.26926214280583954+0.09889182466940326j),(0.09164630759426176-0.025695301784350574j),(0.0177600505466007-0.027800272558255575j),(0.025376754496252246-0.02190141850106795j),(0.010330477154958589-0.008887424073263026j),(0.041488619489677706-0.019771454469996126j),(0.10600617759502798+0.020173965692701523j),(0.10774742270936133+0.021898685562436758j),(0.11071796701238013+0.023934201581917662j),(0.5571485016328427+0.3004220881291801j),(0.05283680983132041-0.01809528237631151j),(0.0024858942379355495-0.010281771371774549j),(0.004726571074355588-0.02428968166705074j),(0.009971291593146286-0.04755698125755446j),(-0.0002015701432255984-0.00016568410220286993j),(-0.0002117778631230979-0.00012776505320684185j),(-0.000983223297019447-0.0014805527080345754j),(-0.00014565604667689036+2.9904629993439215e-05j),(-0.00010421257306861787+9.669521782641055e-05j),(-0.004011095328969751-0.002269170305974206j),(-0.004986157767464068-0.0056952722433656865j),(-2.000081192638861e-05-2.4489100100578497e-05j),(-0.0023914258881229944-0.0025729298699850188j),(-2.3570933249736006e-06+3.6685926704035453e-07j),(-3.1591682882008824e-08-2.5130204757894594e-08j),(-0.009753303563868335-0.02906815299934056j),(0.08319011272704216-0.0341949658356506j),(0.03758445048995118-0.02274915971224815j),(-0.00020784032240905626-0.00014792544842469368j),(-0.00021426710805722254-0.00011419644414596874j),(-0.00014088618699539587+3.987003306209634e-05j),(-9.254955520496849e-05+0.00010616217119701582j),(-0.00028846678581841677-0.0001747090494329754j),(-1.7616589545994493e-09+1.2637039487445149e-09j),(-1.0887423448521119e-06+4.912358921848576e-07j)
Bus 05,(-0.00039018741896431605-0.002916873433967198j),(-0.002472301690087324-0.004733111884846216j),(0.021022266070485334-0.020699850241469215j),(0.2692621428058396+0.09889182466940327j),(0.6688827727047021+2.5315287808739493j),(0.60989090825554+0.4999060810211283j),(0.2838762677249543-0.013070609897140553j),(0.2934582329945471+0.07831316025108805j),(0.11984828898964353+0.03278787728816702j),(0.07131879398619104-0.013771390518361407j),(0.15974383289340413+0.07967473694109416j),(0.15613292825678365+0.07628431916858126j),(0.15427915404771494+0.07385747820633683j),(0.1655711020165209+0.0650668372279047j),(0.014204310777769933-0.006811073990225513j),(0.000537489177363922-0.0026523730249621695j),(0.00012840598526215339-0.004679134977262313j),(2.7297417202187314e-05-0.008575877366099991j),(-5.311413094960025e-05-4.0436777545180874e-05j),(-5.5362215321829434e-05-3.0644941093486214e-05j),(-0.00026549396441870294-0.00036914456588382983j),(-3.695358895309259e-05+9.034668803681948e-06j),(-2.5721037881859264e-05+2.5715261265781904e-05j),(-0.0010471288583729923-0.0005418866691781243j),(-0.0010598783010205355-0.0008030372161989707j),(-4.405377260522408e-06-3.7268828461407723e-06j),(-0.0005260302010462109-0.0004059087037567808j),(-4.1068443057255944e-07+1.4443588259852042e-07j),(-6.5064423926976984e-09-3.4553404535430668e-09j),(-0.0027089875115102417-0.004655273031673178j),(0.6273954138178599+0.4021237726361419j),(0.06652871369036231-0.01987685674913065j),(-5.454781045166518e-05-3.5836753415807275e-05j),(-5.586921339473716e-05-2.715221472008261e-05j),(-3.5639070708219474e-05+1.1536957560905835e-05j),(-2.2648950950804766e-05+2.8024372562567966e-05j),(0.0008307007078999214-0.001753934480088331j),(-2.7393801048887787e-10+2.8549298310565964e-10j),(-1.7896336379338813e-07+1.2445074727569622e-07j)
Bus 06,(-0.0007512936448765028-0.0008594343519349151j),(-0.001598889560788774-0.0007868611674515434j),(0.0016048626074865195-0.00966278857875312j),(0.09164630759426173-0.025695301784350543j),(0.6098909082555402+0.49990608102112827j),(0.8295718496798481+0.7349452824929651j),(0.26003906872565796-0.010420539692355719j),(0.1282838079513375-0.06067125447525783j),(0.052635077919807004-0.024493527722747665j),(0.09320419012986025-0.013093662137551273j),(0.20235133011139925+0.11434745307683018j),(0.19698996458782414+0.10906651209802763j),(0.19383857276343516+0.10514897800668084j),(0.11938690971512059+0.03703419376458105j),(0.00965079313810108-0.005489176725683887j),(0.00035020230633203795-0.0016549965001347506j),(-0.0006114179592938929-0.0016985348171865385j),(-0.0016799736818067965-0.002502747607095271j),(-3.298220517185485e-05-2.556044625241668e-05j),(-3.443995949195952e-05-1.9452067927310714e-05j),(-0.00016396663240371954-0.0002321616405675598j),(-2.314658260972964e-05+5.44876255376895e-06j),(-1.62151686533147e-05+1.5935382342507863e-05j),(-0.0006516049349852879-0.0003443319899281664j),(-0.0004437254137893483-7.233972522981088e-06j),(-2.016975582527699e-06-4.405401823660783e-07j),(-0.00024591575335181136-7.184364797123112e-05j),(-1.0565560848565482e-07+1.1444348566566918e-07j),(-2.6357853918634766e-09-2.820026202268288e-12j),(-0.0016472666763455409-0.0007192354609025632j),(0.8594269508219188+0.5985645918939985j),(0.08741021039640548-0.021312063868756937j),(-3.3903034345451136e-05-2.269287008197886e-05j),(-3.4775615229504316e-05-1.7271639570780418e-05j),(-2.23383701950233e-05+7.019891875122909e-06j),(-1.4307339663828812e-05+1.7395201746701863e-05j),(-0.00023154156631993315-0.0008801839417973939j),(-3.87980549601329e-11+1.3613986835551133e-10j),(-3.5740223356780133e-08+6.931828373523453e-08j)
Bus 07,(0.00010602746986874078-0.0024417609999584904j),(-0.0007315611998943355+8.883587917044711e-05j),(-0.0018313135496963741-0.0028577740683628527j),(0.017760050546600698-0.027800272558255564j),(0.28387626772495433-0.013070609897140567j),(0.260039068725658-0.010420539692355707j),(1.5930788254588986+1.6872678692720886j),(0.620263889972362-0.012965901652195133j),(0.25380501375806463-0.0037344223088031925j),(0.013600324939858507-0.01762719888776184j),(0.053111745862670784-0.014089025781437104j),(0.05135633059883985-0.01412596189905793j),(0.05020018827375874-0.01429772233983379j),(0.02853695530614142-0.016489792461902443j),(0.0006625904697970134-0.0028481811440647623j),(-0.00027345747193562725-0.00035943927981286274j),(-0.0005331472422528225-0.00023080779940471522j),(-0.000992418743938959-0.00023763504713996932j),(-1.0919196217282007e-05+2.2089048229287073e-06j),(-9.938713268798553e-06+3.568942458668869e-06j),(-7.552621168972628e-05-7.347845499131248e-06j),(-2.9356293448486127e-06+5.629117293569683e-06j),(3.9302683239445585e-07+6.05700524182849e-06j),(-0.0001832497255069236+7.165832208293318e-05j),(-0.00015529719986851092+9.776803348922057e-05j),(-6.627561101743085e-07+3.603562877658835e-07j),(-7.104820743263944e-05+4.187056904102069e-05j),(-1.8460682785022433e-09+5.6884699299328403e-08j),(-7.29156356750715e-10+6.292468460866841e-10j),(-0.0007330321175281187+0.0001231893304234134j),(0.24291705544078834-0.03837673319197968j),(0.011261262849178725-0.018059241584505774j),(-1.0500154837587875e-05+2.895176892807403e-06j),(-9.55650926003525e-06+4.01708264637672e-06j),(-2.47708381783728e-06+5.7397701964097975e-06j),(1.0208581417185812e-06+5.9259707474684765e-06j),(0.0006889647803450039-0.003943256701278626j),(2.1818162737870724e-11+4.690035718673749e-11j),(6.691067691432057e-09+2.7701201049775893e-08j)
Bus 08,(0.0036053619122451163-0.00450675539300369j),(-0.0008159716382085794-0.0003387703585151396j),(-0.0009788439287613181-0.003317679032539186j),(0.025376754496252242-0.02190141850106795j),(0.2934582329945471+0.07831316025108803j),(0.12828380795133754-0.06067125447525786j),(0.620263889972362-0.012965901652195133j),(1.237458022176446+0.7670450939543674j),(0.5043483787666874+0.31695637128818016j),(0.0033398629128939864-0.01222496353653287j),(0.02482216131267175-0.01891178376457167j),(0.023972062972290372-0.018561889112972497j),(0.023408194510849134-0.018412795073835704j),(0.019230722118633546-0.016310581269743846j),(0.00010369790224283603-0.0022329961416894615j),(-0.00028182505637898674-0.00024862014011702536j),(-0.0004962059068360105-0.0002900641167868531j),(-0.0008957052550487066-0.0004779087017665267j),(-8.54862077482727e-06+3.5855766547851265e-06j),(-7.526497029749278e-06+4.535154176861364e-06j),(-6.282455304071607e-05+6.339076355768525e-06j),(-1.4759748320266704e-06+5.072426949622334e-06j),(1.3098752564756964e-06+4.877941720266783e-06j),(-0.0001378172687966253+8.839574907221198e-05j),(-0.0002197439210502117+1.0446999220878716e-05j),(-8.016602701190048e-07+1.30370735435974e-07j),(-7.478828450412108e-05+3.267857216711475e-05j),(-2.2114703500505586e-08+5.714576394720067e-08j),(-9.64799746366983e-10+3.799756625077125e-10j),(-0.0008377694734155431-0.0003037812027863608j),(0.11373041507468368-0.07105110683428308j),(0.002015046790920064-0.011945618143414872j),(-8.094632378437136e-06+4.077095603329518e-06j),(-7.141455712128882e-06+4.838388801930687e-06j),(-1.083759944743355e-06+5.087825969843657e-06j),(1.8007456913156922e-06+4.668492657341266e-06j),(0.006398126934749713-0.006885124796666704j),(5.48366656633066e-12+5.541974830911553e-11j),(-3.056700186848873e-09+3.052877439776867e-08j)
Bus 09,(0.17622277488944504+0.013387663117785971j),(0.003932757961225073-0.010509598987138503j),(-0.001454848289314768-0.0026233801062923163j),(0.010330477154958596-0.008887424073263027j),(0.11984828898964354+0.03278787728816704j),(0.05263507791980702-0.02449352772274766j),(0.2538050137580647-0.0037344223088031613j),(0.5043483787666876+0.31695637128818027j),(1.2418207846220268+17.77516471019018j),(0.0013960145848985566-0.004990516874170305j),(0.010197128022047117-0.007671478555344872j),(0.009848278598849042-0.007530490497446176j),(0.009616967340214834-0.007470899747024584j),(0.007868236562236324-0.006617445244690435j),(4.533995954544261e-05-0.0009038005325447448j),(-0.00013896933895269915-8.183250822552719e-05j),(-0.0004052893945688821-0.00012783021071460606j),(-0.0008208069511328324-0.0002441171158439891j),(-3.310307526999258e-06+2.2061177483227894e-06j),(-2.802398581642987e-06+2.523082883681747e-06j),(-2.595546571918604e-05+7.781061234740364e-06j),(-2.0931403734418206e-07+2.257318036086384e-06j),(9.486826557502973e-07+1.9487731370394507e-06j),(-5.0879173026875046e-05+4.84554259823886e-05j),(-0.00023110889667726293-0.0027844246235173473j),(-4.097776225362853e-07-5.633676219825441e-06j),(-4.932820372519649e-05+3.520431934112922e-05j),(-3.822633696681176e-07-1.8836655150994906e-07j),(-2.038498766766725e-09-6.917424568118769e-09j),(0.00347882995304809-0.010770530891535422j),(0.046707782135989785-0.028776974600841325j),(0.0008536020371460839-0.004879580034386142j),(-3.0790401036985713e-06+2.3762918768211986e-06j),(-2.615496848367797e-06+2.619531643132173e-06j),(-4.280202979916398e-08+2.231903975716553e-06j),(1.138474155644993e-06+1.8205949378286218e-06j),(0.2793015793931848+0.03303910701154326j),(-3.8729105745371146e-10+3.881388118908797e-12j),(-2.0960473438606707e-07-3.9963030636581194e-08j)
Bus 10,(-0.00035696225047775524-0.00011193529174602131j),(-0.0008245804184956022-0.00022459921405022112j),(-0.00015375753400371652-0.004778088185228793j),(0.04148861948967769-0.019771454469996112j),(0.07131879398619104-0.0137713905183614j),(0.09320419012986028-0.013093662137551256j),(0.0136003249398585-0.01762719888776184j),(0.0033398629128939864-0.012224963536532869j),(0.0013960145848985566-0.004990516874170305j),(1.0659943499183842+0.7813051452806499j),(0.678283652826103+0.4836731391173093j),(0.6763400909153771+0.4825660990061622j),(0.6819254678250476+0.487385401542173j),(0.32175388883812883+0.21106514887297187j),(0.033319642783411575-0.00806067730845001j),(0.0028689293051761726-0.004343913206476438j),(0.0005891056529320681-0.002493961980179151j),(-0.00112088056386296-0.0018314499417292174j),(-6.561687010456556e-05-0.00011037896197749619j),(-7.667874809930254e-05-9.453242310453061e-05j),(-0.0002077039390620694-0.0008496454794100548j),(-7.242039428425477e-05-1.0498613406268271e-05j),(-6.439823486331211e-05+2.734395851541819e-05j),(-0.0014774900382549198-0.0017206902568232842j),(-0.0002096852252799271+3.705601473616786e-05j),(-1.4524360179897012e-06-1.247850859269167e-06j),(-0.0002366301566423263-0.00027601612737779784j),(-1.3664482551092733e-07+4.689047102945828e-08j),(-2.150330287103039e-09-1.163056259682766e-09j),(-0.0008411876964213015-0.00018834593252690894j),(0.08603808108115925-0.02253885532716511j),(1.0882096735967877+0.6418612423016613j),(-7.14870053924908e-05-0.00010320647362993992j),(-8.00985058910378e-05-8.866762156761668e-05j),(-7.187782921023695e-05-5.088604292360902e-06j),(-6.0581589390907344e-05+3.3675184737593616e-05j),(-7.564803644356171e-05-3.1821680606498534e-05j),(-9.162420924224758e-11+9.404397829891396e-11j),(-5.970105385897135e-08+4.084462769117397e-08j)
