Escenario,Bus_LV,SCR_scr_Inorm,GSIM_hv_Inorm,NRSCR_Inorm,SDSCR_coupled_Inorm,λSCR_normal_LSCR_Inorm,K_vtg_normal_LSCR_Inorm
Escenario_1,PV1 LV,4.023450888888889,24.292568852431717,4.713333333333334,4.682630811555225,0.4262079505560256,1.2562209751391316
Escenario_1,PV2 LV,6.736973703703704,40.31003673852462,7.87,7.721199270513618,0.7460255449056122,1.4417897787666358
Escenario_2,PV1 LV,4.034208778966132,24.715893611000354,4.796666666666667,4.755623314790167,0.4262762649079029,1.2562182460680231
Escenario_2,PV2 LV,5.232375158209642,31.78250884131306,6.21,6.119691179418388,0.5733019769578496,1.3694640118251469
Escenario_3,PV1 LV,4.023450888888889,24.857438872076756,4.823333333333333,4.77787931726357,0.4262920712910711,1.2563701228643958
Escenario_3,PV2 LV,4.664058717948718,28.664279278214753,5.586666666666667,5.512720601512459,0.515997334752279,1.333695267518674
Escenario_4,PV1 LV,6.035176333333333,36.20360043433207,7.096666666666667,6.976701718317574,0.6571379428924636,1.411818718946699
Escenario_4,PV2 LV,4.042184222222223,24.536888495628993,4.763333333333333,4.726036459870497,0.4277458712727383,1.2550013195005505
Escenario_5,PV1 LV,5.326722271256251,32.30969085906625,6.316666666666666,6.22277509060454,0.5704695424553851,1.3690010782693922
Escenario_5,PV2 LV,4.035995695489139,24.69235360509607,4.793333333333334,4.751150803263878,0.4283664308265136,1.2559247615401377
Escenario_6,PV1 LV,4.6424433333333335,28.54200678256421,5.56,5.490196371479699,0.5125020767030466,1.3334710982080829
Escenario_6,PV2 LV,4.042184222222223,24.9625130476191,4.843333333333333,4.797415939113987,0.42917936481022995,1.2569693724501005
