Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.6789619488262308+18.676263120649615j),(1.140135554443668+0.3266290178181362j),(0.12032910710967334-0.1265637628911051j),(-0.002274524587731111-0.011302971079920471j),(-0.00019993582784080127-0.0028672017853077j),(-0.0006477011938004104-0.0007740409907559324j),(0.0001545890697785432-0.002447197689805705j),(0.003659866742423761-0.004499936244939509j),(0.17622723293677153+0.01461207506502722j),(-0.00033063669365355575-0.00013402706809791971j),(-0.0004522156513468487-0.0007189169131967085j),(-0.00045190242265978246-0.0007330643049252161j),(-0.0004563966399410914-0.0007559017248433355j),(-0.0012740319317495685-0.004303212480109803j),(-0.0010420723085889105-0.00017748794793686826j),(-0.0024522718520246603-0.0023110284060183857j),(-0.0015572621417464544-0.02143314622139604j),(-0.00048510771960998643-0.048430569206427784j),(-7.77954932822226e-05+2.896747634570038e-05j),(-6.896360075857697e-05+3.780269334580316e-05j),(-0.0005649711959232307+3.8322335128037697e-05j),(-1.5312713073407804e-05+4.465812766521618e-05j),(9.926762679110292e-06+4.4179278684891345e-05j),(-0.0012610831436306203+0.00075156126715597j),(0.29144007027470786-0.04759578316986159j),(0.0006019470324232683-0.00011783614298421412j),(-0.002539515903547615-0.0017061336246825302j),(1.5309814557606538e-05-4.3669678625399614e-05j),(7.206659725347335e-07-2.997416945590519e-07j),(1.1593712923105508+0.27577509011338364j),(-0.0006998141712372824-0.0006338251065613435j),(-0.0003264466481066933-9.59146866132993e-05j),(-7.383306441347634e-05+3.348267333152172e-05j),(-6.560083038308287e-05+4.063162320996149e-05j),(-1.1807501983877284e-05+4.49042753121481e-05j),(1.4378833638588177e-05+4.243850795588251e-05j),(0.2941178786420508+0.030850749577776868j),(-4.093975506620038e-09-3.11317657718501e-08j),(8.935585464285293e-06-6.53503509413001e-05j)
Bus 02,(1.1401355544436675+0.32662901781813614j),(3.0247107507991395+0.8134616278954483j),(0.31233513935410756-0.3393843736380758j),(-0.006321289945661539-0.029451214037449023j),(-0.002008229146973646-0.004751370150803432j),(-0.0013568106338179993-0.0007493493878694681j),(-0.0006775839554301739+3.374732200205869e-05j),(-0.0007580095281953202-0.00040267132858758553j),(0.004643347770967458-0.010099965388452564j),(-0.0007714739622139015-0.0002904332585237499j),(-0.0010844070895264213-0.001621444060959555j),(-0.0010862644609207462-0.0016670825916480702j),(-0.0010997293973151107-0.0017325151890505135j),(-0.0034234412435506056-0.011095518321052855j),(-0.002737937564258179-0.0004191752307545907j),(-0.0065720125564611214-0.00599941738832852j),(-0.005030067686879631-0.05653412506437076j),(-0.0033572423198380734-0.12787367432189298j),(-0.00020420251619457808+7.974841716125745e-05j),(-0.00018051185768842143+0.00010270736513859905j),(-0.0014901830969775486+0.0001248688304922369j),(-3.856098051670728e-05+0.0001185602402876925j),(2.8063019916865583e-05+0.0001162379817137678j),(-0.0032983513213485274+0.0020373310313100694j),(0.7675344104910765-0.13821792794293938j),(0.0015844423078872835-0.00033705541804199144j),(-0.0067794446177358945-0.004396834220271902j),(3.8548719295599006e-05-0.00011597350958268553j),(1.8901081135543975e-06-8.225054969055195e-07j),(3.0733175941735427+0.6783484897074618j),(-0.0013536890031842915-0.000519645774044737j),(-0.0007595887533585076-0.0002026429454840224j),(-0.00019355059560448307+9.150457904629501e-05j),(-0.00017151399436793238+0.00011003612353475014j),(-2.9295260004550245e-05+0.00011906327035747482j),(3.974561669923212e-05+0.00011145492792182138j),(0.008522616647313854-0.016645754371623456j),(-1.2149885925899711e-08-8.20309482692227e-08j),(2.0784135973197877e-05-0.0001729496456247115j)
Bus 03,(0.1203291071096733-0.12656376289110513j),(0.3123351393541075-0.3393843736380758j),(2.430549841378093+0.95747386210881j),(0.14272119821502466-0.09346534412263756j),(0.02081014278510427-0.019918749503073492j),(0.0012413611566188336-0.008520802034868484j),(-0.0017095898973816365-0.0026076403076911135j),(-0.0008647398505922618-0.0032253829707431436j),(-0.0013047272276395347-0.0026453601362752223j),(-2.513812529512504e-05-0.004661537956085084j),(0.006372516306737834-0.00900211466206256j),(0.006609573061310003-0.00910621813791527j),(0.006927715754700912-0.009311629950554706j),(0.051651010246009196-0.040700397566720635j),(-0.0033700379746905993-0.015307912246949799j),(0.018243418071988347-0.0469237472396298j),(0.2880417877017509-0.1419265060402159j),(0.6686319401930462-0.2786289064322923j),(-0.0008375971022633541-0.0009147481534891927j),(-0.0009103911405814592-0.0007428789437474313j),(-0.0037004343556981856-0.0076084089332833955j),(-0.0007043135262575569+3.851195972742066e-05j),(-0.0005560767639294457+0.00038532801666445627j),(-0.017482513794034565-0.013246168882083555j),(0.034255940997444626-0.1096213918474531j),(0.00010041107964758902-0.0004413432800520384j),(0.007793723333113662-0.04491528482505507j),(-2.4887334552381926e-05-2.3381510510373157e-05j),(1.3165751856415766e-08-5.75809915521727e-07j),(0.29801116595218546-0.3549379207677554j),(5.315006881399017e-05-0.008055122529949568j),(-0.0004647902047588161-0.004421348615659472j),(-0.000877889930580152-0.0008345460930859368j),(-0.0009306978322410802-0.0006804414215585053j),(-0.000688056081209247+8.843124063392612e-05j),(-0.000506993194384285+0.00043721130887756595j),(-0.0016137935724763808-0.0022464057114968466j),(-2.2227720578904465e-08-6.542692765569718e-09j),(-4.1420092162186757e-05-2.5560959627725823e-05j)
Bus 04,(-0.0022745245877311094-0.011302971079920466j),(-0.006321289945661539-0.02945121403744902j),(0.14272119821502469-0.09346534412263754j),(1.4109007217179166+0.864878897163208j),(0.2610316729635415+0.10036517090405875j),(0.0800061892531124-0.024069624174893386j),(0.01605264155730274-0.02563201285550727j),(0.02498209825048834-0.020449519540508068j),(0.010166759689428677-0.008302521441594561j),(0.040932338366536654-0.01809926968273128j),(0.10367710873335204+0.021533386998023075j),(0.10549796807767493+0.023250138751829234j),(0.10852147984762885+0.02529203268350152j),(0.5560251921205513+0.30136272445997264j),(0.05282850711586315-0.01796488053836274j),(0.002494702957313901-0.010269765485797309j),(0.004729830160701309-0.024316179561630714j),(0.009971964352041002-0.04763040337741304j),(-0.0001996548711649134-0.00016710979321704852j),(-0.0002100352081343677-0.0001293287141907166j),(-0.0009809872894210921-0.0014805189874623577j),(-0.0001454842844523829+2.754652938385544e-05j),(-0.00010502103539010817+9.56003076832115e-05j),(-0.004005093184750783-0.0022713901542549594j),(-0.00455414801578711-0.00595981961589472j),(-2.1151081122048682e-05-2.4124857743281334e-05j),(-0.002394255603136977-0.002575330610448139j),(-2.3773138144039056e-06+4.5548912376082125e-07j),(-3.2498006895890674e-08-2.4712378592426177e-08j),(-0.007690744172479891-0.029273822781579553j),(0.07103391404319745-0.03260375937303052j),(0.03713213877260162-0.021047709887637486j),(-0.00020581465604602124-0.00014930402761159704j),(-0.00021252898340616932-0.0001157736473229561j),(-0.0001407170304545222+3.7482773270143675e-05j),(-9.336890883185484e-05+0.00010503483880172678j),(-0.0002772136213129847-0.0001840671055399185j),(-1.3002785618264563e-09+1.0034392345991202e-09j),(-3.190244358750785e-06+1.313628463852309e-06j)
Bus 05,(-0.00019993582784080094-0.0028672017853076993j),(-0.0020082291469736458-0.004751370150803433j),(0.020810142785104267-0.019918749503073492j),(0.26103167296354146+0.10036517090405872j),(0.6198447230728357+2.482411296851538j),(0.5436663456257065+0.4282770526212966j),(0.2610102292448162-0.014433922312613874j),(0.28169244054514175+0.08250410568790251j),(0.1150298769392184+0.03447511295536663j),(0.06275169850166849-0.012289097106793758j),(0.14284142883908502+0.06860441690786666j),(0.1396543843827191+0.06572195470559038j),(0.1380403839319571+0.0636724441623728j),(0.15536553686554855+0.061111427830481374j),(0.013328031379166798-0.006389615493757039j),(0.0004958829921846768-0.0025096955379142615j),(0.0001655879922551026-0.004530251315791713j),(0.0001459424836585024-0.008355096697092338j),(-5.0031792990153044e-05-3.832470136812445e-05j),(-5.2146926557673616e-05-2.907929036132102e-05j),(-0.0002527249946288764-0.0003477813609723144j),(-3.4895200914557456e-05+8.183573483097517e-06j),(-2.439785520496544e-05+2.421816955996838e-05j),(-0.0009923357756937532-0.0005074090874191546j),(-0.0009573095782889068-0.0008564294997936216j),(-4.430813162978342e-06-3.568806143027691e-06j),(-0.0005058520771596556-0.0003976931276224872j),(-4.0137545598755215e-07+1.5210290288161085e-07j),(-6.4308412097281995e-09-3.325214878704064e-09j),(-0.0022329025174064763-0.004677593772975448j),(0.5588981633399386+0.32683843110541605j),(0.058387953199413194-0.017597838817561117j),(-5.1335195211156765e-05-3.395419073003134e-05j),(-5.2608219524917154e-05-2.5775100108191088e-05j),(-3.3638369458989266e-05+1.0536648244773223e-05j),(-2.1481261267368634e-05+2.6377893318289792e-05j),(0.0008526877678186689-0.0016701472500851237j),(-1.9651779439794575e-10+2.1495702548044023e-10j),(-5.171958496859304e-07+3.268085864184728e-07j)
Bus 06,(-0.0006477011938004098-0.0007740409907559323j),(-0.0013568106338179985-0.0007493493878694684j),(0.0012413611566188323-0.008520802034868486j),(0.08000618925311241-0.024069624174893393j),(0.5436663456257067+0.4282770526212966j),(0.7404232872571297+0.630772341438101j),(0.22799756445708946-0.01356829154021094j),(0.11153271790972918-0.05541956923525064j),(0.045771555547421565-0.02238844940555984j),(0.08111481726246982-0.011620638390170109j),(0.17922358814251868+0.09779676233830248j),(0.17443009122370678+0.09325228981335572j),(0.17159528084518308+0.08987679656544781j),(0.10527276419374948+0.030887310375852576j),(0.008395262457917212-0.004947491603409393j),(0.0002845881707951319-0.0014564603386633549j),(-0.0005642915972004633-0.0014806272916226169j),(-0.0015191090099863896-0.0021704550293513624j),(-2.906990695486438e-05-2.2170654048894206e-05j),(-3.0285570985193655e-05-1.680487984780314e-05j),(-0.00014702905722916687-0.00020143602530426158j),(-2.0232411568397732e-05+4.789902765060314e-06j),(-1.4123376022544395e-05+1.4078601919253282e-05j),(-0.000576266453104012-0.0002931301786802169j),(-0.0003852116747302471-2.4506174616053783e-05j),(-1.8246348797597723e-06-2.911003489007932e-07j),(-0.0002169806373812797-5.902268515976404e-05j),(-8.85946055682585e-08+1.0762554900935596e-07j),(-2.34907178140911e-09+1.0022057290952656e-10j),(-0.0013961789092677686-0.0006901952966160687j),(0.7672832261257054+0.489135463699689j),(0.07587749443477007-0.0187004479729442j),(-2.982065454385567e-05-1.9633762455940723e-05j),(-3.0549122054861256e-05-1.4887581931119374e-05j),(-1.950045598505932e-05+6.153365006882693e-06j),(-1.2428842282916038e-05+1.5327872845382357e-05j),(-0.00021362455683932588-0.000769499893699956j),(-2.0712530251990814e-11+9.229247047569891e-11j),(-9.30551624601901e-08+1.7555384537948374e-07j)
Bus 07,(0.00015458906977854287-0.0024471976898057055j),(-0.0006775839554301739+3.3747322002058685e-05j),(-0.0017095898973816378-0.0026076403076911153j),(0.01605264155730275-0.025632012855507286j),(0.2610102292448163-0.014433922312613867j),(0.22799756445708952-0.013568291540210928j),(1.587139636299894+1.6919452115661655j),(0.6182809492876498-0.009352484796169014j),(0.25299850508559607-0.0022567133676208717j),(0.01179673818496886-0.015410575834482555j),(0.04650556776211494-0.013130674417892747j),(0.04496610233655376-0.013135214026625703j),(0.0439517594256001-0.013266636570989455j),(0.025147850081889814-0.015235404805003157j),(0.0005381073024389258-0.0025522992200493503j),(-0.0002523281169097246-0.00031511101208261017j),(-0.0004901470403369868-0.00020154918655813518j),(-0.0009120815435536093-0.00020752662696990295j),(-9.712754507446831e-06+2.1374235884066754e-06j),(-8.812540912027776e-06+3.3330418747469244e-06j),(-6.766367129682109e-05-4.887784465702774e-06j),(-2.5622940718449046e-06+5.042194289586322e-06j),(4.3991545152883364e-07+5.406843175168497e-06j),(-0.00016215479823568306+6.810142127225798e-05j),(-0.0001489912407049224+7.962630886408909e-05j),(-6.049060583058863e-07+3.616945566943102e-07j),(-6.409464585985814e-05+3.9386350679500126e-05j),(4.4625529397832017e-10+5.317098188530314e-08j),(-6.624500693714964e-10+6.045647635588178e-10j),(-0.0006786053547707797+6.483185282681893e-05j),(0.20951337731556896-0.04192773539014019j),(0.009737234381582947-0.015740247395194886j),(-9.318079018108432e-06+2.739236905232072e-06j),(-8.460846449375242e-06+3.7247964135814287e-06j),(-2.1505735446463666e-06+5.12992630524475e-06j),(9.971421268005656e-07+5.274673697712624e-06j),(0.0007327772950250502-0.0039186249402135866j),(1.6543702931824967e-11+3.2063404535167016e-11j),(1.577644682389883e-08+7.412913273150633e-08j)
Bus 08,(0.003659866742423761-0.004499936244939511j),(-0.0007580095281953203-0.00040267132858758537j),(-0.0008647398505922618-0.0032253829707431427j),(0.024982098250488326-0.020449519540508065j),(0.28169244054514164+0.08250410568790248j),(0.11153271790972918-0.05541956923525066j),(0.6182809492876495-0.009352484796169014j),(1.2372343127042749+0.769281418233251j),(0.504273095884068+0.3178975163049672j),(0.0029130257218491495-0.010719623301546988j),(0.021714705889641882-0.017017158764930648j),(0.020979881481717626-0.01669705956403547j),(0.020495805457706365-0.01655790460211344j),(0.01779891115512739-0.014956227875225665j),(0.00010453238991267372-0.0020579108655314447j),(-0.00026187950622214376-0.00023089633535103619j),(-0.0004690638419879998-0.00028513424778112985j),(-0.0008504355720726625-0.00048132284356822944j),(-7.956596281434215e-06+3.266854003654915e-06j),(-7.011675237043086e-06+4.151451894566939e-06j),(-5.837367638665661e-05+5.908512860990179e-06j),(-1.4323469488740712e-06+4.677129725846934e-06j),(1.1796683374859643e-06+4.540872483183929e-06j),(-0.00012800995031802496+8.215795829195509e-05j),(-0.0002134783251445668-1.00995757966201e-05j),(-7.813560422208725e-07+1.315714074468501e-07j),(-7.195108727980181e-05+2.9980204718351694e-05j),(-2.126453037957407e-08+5.58689868894428e-08j),(-9.408878107519533e-10+3.624129999887052e-10j),(-0.0007792738849692994-0.00036956330257819015j),(0.09620967562832472-0.06571146718814672j),(0.001750447388235053-0.010448297312921156j),(-7.530764385060817e-06+3.7208160113330455e-06j),(-6.653731140467094e-06+4.432852644148615e-06j),(-1.0685215489924387e-06+4.690582796091161e-06j),(1.6347223586928056e-06+4.345319906670621e-06j),(0.006448440493821837-0.006835449748510129j),(4.221547329647404e-12+4.0342077820987624e-11j),(-1.3774998792491508e-08+8.408441884671884e-08j)
Bus 09,(0.17622723293677153+0.014612075065027225j),(0.0046433477709674565-0.010099965388452557j),(-0.0013047272276395334-0.0026453601362752223j),(0.01016675968942868-0.008302521441594563j),(0.1150298769392184+0.03447511295536665j),(0.04577155554742158-0.02238844940555983j),(0.25299850508559607-0.002256713367620884j),(0.5042730958840681+0.31789751630496726j),(1.2415286204220022+17.776557098941105j),(0.0012175171735506773-0.004376168496450564j),(0.008921515506044963-0.0069050414136368424j),(0.008619884177992417-0.006775958663007466j),(0.008421230629023946-0.006720248727045154j),(0.007279557919934994-0.006070260030879186j),(4.46065251433458e-05-0.0008325329574448898j),(-0.00013202385404898547-7.653064435720389e-05j),(-0.0003910894205738502-0.00014014261457982697j),(-0.0007932323402275334-0.00027736249205568094j),(-3.1304227105740352e-06+2.0818060783203457e-06j),(-2.649641237929127e-06+2.3800071870054867e-06j),(-2.45133914392829e-05+7.533013373404889e-06j),(-2.1325317364454398e-07+2.1273662902697762e-06j),(8.946103110610297e-07+1.8452074717499198e-06j),(-4.782830765068738e-05+4.617966273716251e-05j),(-2.7596434121023348e-05-0.0027676629850388688j),(-3.764033452132454e-07-5.688240890092849e-06j),(-4.95541851720345e-05+3.2538339740438404e-05j),(-3.8452917275461554e-07-1.9264142591221207e-07j),(-1.9133540357716504e-09-6.9972271801409835e-09j),(0.004199474521569988-0.010350313580762466j),(0.03952889005316434-0.026638169697842346j),(0.000741463264752378-0.004268080142443886j),(-2.9090183573782493e-06+2.2398999669043386e-06j),(-2.4721166905484735e-06+2.4699551816448174e-06j),(-5.616150784512417e-08+2.101965404288497e-06j),(1.0728990646414088e-06+1.7224095955047507e-06j),(0.2788527365608904+0.034733961584769095j),(-2.918278798580927e-10+1.0262495663266455e-12j),(-5.919179194447189e-07-1.594475781596998e-07j)
Bus 10,(-0.00033063669365355553-0.0001340270680979197j),(-0.0007714739622139013-0.00029043325852375003j),(-2.5138125295125297e-05-0.004661537956085082j),(0.04093233836653663-0.018099269682731275j),(0.06275169850166849-0.01228909710679377j),(0.0811148172624698-0.011620638390170116j),(0.011796738184968854-0.01541057583448256j),(0.0029130257218491487-0.010719623301546988j),(0.001217517173550677-0.004376168496450564j),(1.0438487016187143+0.7934340678472657j),(0.6624500703074514+0.4915003815393937j),(0.6606187526514904+0.4903753648712517j),(0.6661310295306347+0.49525810893707406j),(0.31447902543561684+0.21522071856183408j),(0.0331467740997173-0.007334926805358401j),(0.002926236458890018-0.004246028132610369j),(0.0006410849318511715-0.0024550468931396657j),(-0.0010534685693772596-0.0018273456614257965j),(-6.188263061622813e-05-0.0001109481483684454j),(-7.319599746369884e-05-9.55371154796186e-05j),(-0.00018916598386516375-0.00084568757838532j),(-7.110674010476673e-05-1.279171213771388e-05j),(-6.452125732245108e-05+2.5274830765231245e-05j),(-0.0014296782743169517-0.0017330107098587522j),(-0.00020472046080737937+1.6596722230420202e-05j),(-1.5137408889666773e-06-1.226333583963769e-06j),(-0.00022782903598861926-0.0002787030123555145j),(-1.3758699200721142e-07+5.169378076149597e-08j),(-2.1988289557128282e-09-1.1448634379107293e-09j),(-0.0007876614175851647-0.00025628549813781456j),(0.07366400871082411-0.02121138905757477j),(1.0656469183154385+0.654218920925654j),(-6.779224515852929e-05-0.00010390596930791308j),(-7.669418420520948e-05-8.979358063160681e-05j),(-7.066508025601406e-05-7.4324979009046735e-06j),(-6.0854262628088165e-05+3.160487790087301e-05j),(-6.672665671945946e-05-2.8023347513781236e-05j),(-6.750040330374614e-11+7.341512939631765e-11j),(-1.7741585043799782e-07+1.1140430411475919e-07j)
