Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.5299792657415519+18.79928236154811j),(0.7552658918809693+0.6451770799112524j),(0.1356697859966457-0.05461431512510064j),(0.0020985486761561528-0.009489905189305972j),(0.0009513945869093308-0.0033605525711005607j),(7.749465535194173e-05-0.0018334279240384448j),(0.00020506153285386474-0.0027574445475862922j),(0.003794465652815833-0.00454252456531741j),(0.17583820025855898+0.020701280158789078j),(-0.00023975736927598387-0.0002956761167069321j),(-6.996887127425305e-05-0.0009296553180691502j),(-6.731075034404194e-05-0.0009335577157217152j),(-6.492085484957746e-05-0.0009482507926393435j),(0.0004985684638628685-0.003847475057753025j),(-0.0007420860744816555-0.0005033787383268177j),(-0.0010669192970034767-0.002612808272837632j),(0.0062622390837743305-0.01687024037330634j),(0.016462437141863778-0.037069149520740655j),(-6.867550157520166e-05-7.367235848495082e-06j),(-6.521769810994649e-05+2.4332750285189878e-06j),(-0.0004443540033408217-0.0001670187897671826j),(-2.847116997251174e-05+2.6430711317370653e-05j),(-9.210309643198235e-06+3.67186567466432e-05j),(-0.0012221844184482542+0.00013517344266000266j),(0.23862422075740658+0.06503220451116937j),(0.00047262072958803987+0.0001502622234286294j),(-0.0013404586090490168-0.0021757126325890144j),(2.7820967777837653e-05-2.5016245794284932e-05j),(6.17802157876383e-07+8.027721901048007e-08j),(0.7640533961736816+0.596398037613057j),(2.279039546933625e-05-0.0017526912650089417j),(-0.00025414326282776527-0.0002567957589776099j),(-6.70486033305888e-05-2.5618287825272545e-06j),(-6.36275356260578e-05+5.753183556601541e-06j),(-2.588740898213185e-05+2.7801024336498278e-05j),(-5.228111668052788e-06+3.689181882416212e-05j),(0.2932584686993279+0.04113226271969969j),(-8.512279237689007e-10-1.0916789220135133e-08j),(1.839557570252742e-06-1.5905642373854722e-05j)
Bus 02,(0.755265891880969+0.6451770799112522j),(2.021769838453904+1.6705833964633028j),(0.3558500250595142-0.15004605456872785j),(0.0053354223109773925-0.024726361009466624j),(0.00035938828181127086-0.005303514131416452j),(-0.0003870301343023604-0.0024141945862772114j),(-0.0006824135194894486-0.0005063151425628902j),(-0.0005712992914491498-0.0006836503779403012j),(0.007113031258631474-0.005911064835902102j),(-0.0005230160560151965-0.0005979236549157922j),(-0.00022437000434988246-0.0019153387135300254j),(-0.00021308273015649128-0.001941583241490831j),(-0.00020319528543691302-0.001990309583951143j),(0.0012316050354614617-0.00980413507993686j),(-0.0019516238404297657-0.0012794481946616246j),(-0.002924455768953483-0.006853534806722473j),(0.015808831015386396-0.04481275717636915j),(0.04186750854638465-0.09858309915309085j),(-0.0001816015582356211-1.6613292237460825e-05j),(-0.00017206859950667533+9.116435983218653e-06j),(-0.0011799521480067672-0.00042256800403055867j),(-7.407011128101339e-05+7.095034416618766e-05j),(-2.2798326815483558e-05+9.731435829546706e-05j),(-0.0032208796567962687+0.0004073094529638864j),(0.6327704708319157+0.16136410643094215j),(0.0012541972743716052+0.0003762445806407301j),(-0.003632911272973427-0.005686984491436107j),(7.236418232246947e-05-6.724508655318986e-05j),(1.6344430727292197e-06+1.852079848183956e-07j),(2.0428592510189256+1.541428691658334j),(-0.00043694878430777014-0.002294225522925254j),(-0.0005499878066146008-0.0005157226871546177j),(-0.00017710827546908394-3.994607941568454e-06j),(-0.00016773363133540465+1.7815049744077572e-05j),(-6.719262687379496e-05+7.446116972619792e-05j),(-1.2278519693602519e-05+9.760706852261676e-05j),(0.012475084529079075-0.009351729744288658j),(-2.7193642993455175e-09-2.878303595340874e-08j),(4.16842158229033e-06-4.20697713752585e-05j)
Bus 03,(0.1356697859966457-0.054614315125100656j),(0.3558500250595143-0.15004605456872794j),(2.458155528854563+0.9646551605747898j),(0.14420272569008663-0.09549113951145091j),(0.026795555733577184-0.023743474572534097j),(0.009556886262326224-0.013326979054767138j),(-0.001088857034177382-0.00479421009560382j),(-0.0010000647117880592-0.00449565812856891j),(-0.0006319895457005866-0.0031848795248493643j),(0.00031184785252631915-0.005399466546003671j),(0.008046085753213148-0.010371009086193456j),(0.008227286694209194-0.01044775542939347j),(0.008508937613684757-0.010640385108129783j),(0.05285034511241846-0.04205140937155035j),(-0.00343974794237336-0.015566365857196075j),(0.018368379840884-0.04746975061741204j),(0.29097674133210516-0.14384988308941338j),(0.6755115003312071-0.28253046297920537j),(-0.0008091822747235964-0.0009470693875952057j),(-0.000885215675877947-0.0007757515926903758j),(-0.0037576550448012278-0.007692687712138805j),(-0.0007006085280106102-6.048185026461526e-06j),(-0.0005754813283121317+0.0003673652171604733j),(-0.017698285215163426-0.013363223166202441j),(0.06417548404825252-0.07161047973286037j),(0.00018458050458258762-0.0003391649803380767j),(0.007840999656547025-0.04541309860301616j),(-1.5022234070266898e-05-2.4958987683096785e-05j),(1.524874320135304e-07-4.604799030006531e-07j),(0.34042880355674376-0.1616011045303545j),(0.00875259078749749-0.012991268025918776j),(-0.0002113077423442607-0.00512884417518681j),(-0.0008473617626075031-0.000863917275041937j),(-0.0009054804277491991-0.0007125310780776958j),(-0.0006837022609006264+4.391550521143562e-05j),(-0.000525414384735049+0.00041895104352624834j),(-0.00040005222952109595-0.002266782264834357j),(-8.471594142908654e-09-9.592452475429035e-10j),(-1.1888808912198853e-05-3.752154804344821e-06j)
Bus 04,(0.002098548676156153-0.009489905189305967j),(0.005335422310977396-0.024726361009466624j),(0.14420272569008663-0.0954911395114509j),(1.418254024546876+0.8618893353727541j),(0.3155501914063916+0.1361849250978413j),(0.15463266969452255+0.029191047883651795j),(0.037353865785296106-0.028747378982631307j),(0.03500780790855966-0.026557231407870856j),(0.014314603524595449-0.010816567336623863j),(0.04825680926791513-0.01791363136581265j),(0.12117212897882948+0.030466463623212682j),(0.12250660408776284+0.031792389593482864j),(0.12523502187513394+0.033551100181916524j),(0.566114769900376+0.3039253435186955j),(0.05360002758920241-0.01846394749033254j),(0.0024935914429332325-0.010436395737816984j),(0.004676308719893364-0.02468238502020385j),(0.009863403955408082-0.04834176907149527j),(-0.00019584521475423725-0.00017494091528823304j),(-0.00020687970140049046-0.0001370003387167544j),(-0.0010027137736770336-0.0015006559192627888j),(-0.00014652926272063917+1.8566612658990907e-05j),(-0.00010982089403507698+9.303156872348706e-05j),(-0.004075429720975337-0.0022906616385885916j),(-0.0014271791018652586-0.0061346396115135j),(-1.2474185621385617e-05-2.483366719462923e-05j),(-0.0024398866612193775-0.002601054875255999j),(-2.092135071726428e-06-1.3641063460075908e-07j),(-2.0963368249604376e-08-2.79160074076582e-08j),(0.0041358089478415894-0.024333885649812162j),(0.1484559452881849+0.023552871348648405j),(0.043898862014737375-0.021439715602915976j),(-0.00020146741683219182-0.00015648969023066266j),(-0.00020932363650012726-0.0001232199118744929j),(-0.00014158334374991862+2.8525578998113928e-05j),(-9.790175156421856e-05+0.00010239081873917742j),(-0.00025128114743087156-0.00032291137599422924j),(-4.044415720495237e-10+4.6144708070758685e-10j),(-7.098182509898007e-07+5.488245167829712e-07j)
Bus 05,(0.0009513945869093314-0.00336055257110056j),(0.0003593882818112718-0.005303514131416452j),(0.02679555573357718-0.0237434745725341j),(0.3155501914063917+0.13618492509784133j),(0.6366723147238733+3.021943353515715j),(0.5382076917848777+1.1868703079706386j),(0.3834537815395615+0.11494837026877566j),(0.37073048360948635+0.12133244708220746j),(0.1513932399193496+0.050603818956217746j),(0.10744830254933194+0.03341811913302677j),(0.17248515998076674+0.22661652644077784j),(0.16961293260269394+0.21858805617980712j),(0.16857581119519036+0.21316975283348763j),(0.1888943252777584+0.14038740112624007j),(0.02050102806528929-0.003747955518655353j),(0.0015152002470112049-0.003064249687536188j),(0.0007691103572159542-0.005654855628761195j),(0.000681284215863009-0.010462207094742276j),(-4.840674451100932e-05-6.823243740246382e-05j),(-5.452671343570503e-05-5.723240941984314e-05j),(-0.0002048990331394308-0.0005372316510803679j),(-4.682557599678801e-05-4.634222736351513e-06j),(-4.071045594030077e-05+2.109794987897883e-05j),(-0.001103121825320696-0.0010006822708168767j),(-0.00048289469244702294-0.0012323805058296374j),(-3.3163964190231417e-06-5.206299915826236e-06j),(-0.000584256064995123-0.0005611921056014478j),(-4.6538058185952525e-07+1.7029737031098494e-08j),(-5.261774037076525e-09-5.696001824890208e-09j),(0.00012184326571423106-0.005185511542666189j),(0.5470164439855256+1.118174491585596j),(0.10461231263396807+0.02149629808779764j),(-5.146248362326648e-05-6.290107924587329e-05j),(-5.626384724532078e-05-5.312607609765364e-05j),(-4.599639267551644e-05-1.1902011021213976e-06j),(-3.767302446236603e-05+2.4850668192291554e-05j),(0.0012645349130265804-0.002156009634049137j),(-7.896601009758292e-11+1.1108644524134002e-10j),(-1.4447577705059795e-07+1.372800099892061e-07j)
Bus 06,(7.749465535194203e-05-0.001833427924038444j),(-0.00038703013430236015-0.0024141945862772105j),(0.00955688626232622-0.013326979054767138j),(0.1546326696945225+0.029191047883651802j),(0.5382076917848779+1.1868703079706386j),(0.6918571153467133+1.695796439039406j),(0.39297323518554694+0.17472972987662522j),(0.2344775386056439+0.0039095034349939965j),(0.09594238495739177+0.002202386427989293j),(0.14148018203255855+0.0546871909189301j),(0.2123719493762558+0.3211175338467902j),(0.2082979031310259+0.309363739355227j),(0.20645527974856667+0.3012868175210386j),(0.14810012623159313+0.1439503232359271j),(0.01832374445210115-0.0008563701755528054j),(0.0017495242687137892-0.002174677417620678j),(0.00034090699040961346-0.002980334133121982j),(-0.0006660321206797343-0.00499511026810745j),(-2.652264207990882e-05-6.29469595814874e-05j),(-3.3345679043554865e-05-5.526065853429954e-05j),(-6.834894146971515e-05-0.00046445922587184675j),(-3.650599221870814e-05-1.1972435816146758e-05j),(-3.618081713681828e-05+9.62013235560612e-06j),(-0.0007023994597158015-0.0009926814119671536j),(-0.0003438285489849695-0.0005024736014209612j),(-1.972600395665836e-06-2.42311220289419e-06j),(-0.0003132972664640877-0.0002883285276194685j),(-2.3297858300855118e-07+3.5846099560549024e-08j),(-2.979377917741815e-09-2.5552642864528456e-09j),(-0.0004813032229689293-0.0023367555668665644j),(0.7079306661138774+1.5997980731963537j),(0.1387469224628744+0.03839606953188534j),(-2.9900959361752622e-05-5.923749632240656e-05j),(-3.545634262771778e-05-5.229455867366712e-05j),(-3.645391814235916e-05-9.080566462212743e-06j),(-3.442309445426618e-05+1.3148470812178754e-05j),(0.0003482867346868842-0.0014638351281853835j),(-3.318860209582455e-11+6.0479946939462e-11j),(-6.458894402522473e-08+7.748983082828293e-08j)
Bus 07,(0.00020506153285386507-0.0027574445475862927j),(-0.0006824135194894483-0.0005063151425628902j),(-0.0010888570341773818-0.004794210095603823j),(0.03735386578529612-0.028747378982631293j),(0.38345378153956156+0.11494837026877577j),(0.39297323518554705+0.17472972987662536j),(1.6457069669808986+1.6970098710797008j),(0.6487563433110441-0.019298282490266938j),(0.2655539621670354-0.006227622440944089j),(0.032814344233766696-0.013993382011880409j),(0.08844410043514953+0.019307474799885427j),(0.08585405247689804+0.017964771534636j),(0.08424324028467944+0.016875654027666713j),(0.05079147645282228-0.003048518288550555j),(0.002885302686801214-0.0034739990853416723j),(-0.00012137331529631142-0.0006749203165182954j),(-0.0005830583097476909-0.0006039097873449449j),(-0.0012320725415093294-0.0008275372357553431j),(-1.594828332036839e-05-5.225203554130077e-06j),(-1.562233908957431e-05-2.72114112806856e-06j),(-9.715282243631014e-05-6.217290361788905e-05j),(-8.103435392589673e-06+4.840980058571327e-06j),(-4.046493433276942e-06+8.260373156760825e-06j),(-0.00029729538231843125-2.970684976657238e-05j),(-0.00020748570950119682-4.146325235364894e-05j),(-9.482297015539271e-07-6.306242582714397e-08j),(-0.00011803409925976554+1.637109959971879e-05j),(-4.030462718080984e-08+5.929268588295293e-08j),(-1.1863009808001634e-09+1.3366928891343267e-10j),(-0.0006870518787065001-0.00046416999230426687j),(0.38008394730254175+0.155854947163916j),(0.02968119177457533-0.016290464249614903j),(-1.5804754268437232e-05-4.000873865340623e-06j),(-1.5412387809567355e-05-1.8517043929885936e-06j),(-7.558719912445204e-06+5.297354882855964e-06j),(-3.1088691312292058e-06+8.502988545552475e-06j),(0.0008112868394512499-0.004087238048286411j),(6.5852403648741684e-12+1.9922510447457228e-11j),(3.864169979754144e-09+3.0437845580810834e-08j)
Bus 08,(0.0037944656528158356-0.004542524565317414j),(-0.0005712992914491498-0.0006836503779403013j),(-0.00100006471178806-0.004495658128568909j),(0.03500780790855965-0.02655723140787085j),(0.37073048360948646+0.12133244708220743j),(0.2344775386056439+0.003909503434993994j),(0.6487563433110439-0.019298282490266883j),(1.2504131742602878+0.7577930391594698j),(0.5097859844562281+0.3133473947504247j),(0.013773987993612527-0.014472175729323378j),(0.04968536608871519-0.00966804703416958j),(0.048137952700803316-0.009795582791236025j),(0.04715038566521079-0.010009807497511305j),(0.033269898787596126-0.014303361877781624j),(0.001086275960504185-0.0030208099349509463j),(-0.00027359342609325175-0.00043981653940122843j),(-0.0006035456955055949-0.00047240496936814397j),(-0.0011472005914392798-0.000736086130744449j),(-1.2652068900647628e-05+7.846718616858296e-07j),(-1.172428373414625e-05+2.451180049200527e-06j),(-8.554330758474907e-05-1.651598320412627e-05j),(-4.336084646766894e-06+5.6597863279287425e-06j),(-5.341500826826144e-07+6.9272046747102305e-06j),(-0.00021695198300895603+6.214113856848728e-05j),(-0.00020130030831981045-9.32036711875115e-05j),(-8.731018859581527e-07-1.0502632901824536e-07j),(-0.00010468650984853315+2.9703459486510564e-05j),(-4.016696537431141e-08+5.280211643365465e-08j),(-1.102791625749392e-09+6.502515806179669e-11j),(-0.0005863747422597541-0.0006418290970595651j),(0.22398451557533788-0.0028152808280444835j),(0.011653308758200592-0.014958911796292j),(-1.2209555576675536e-05+1.6039110183812901e-06j),(-1.1334221140011722e-05+3.0027926576120603e-06j),(-3.826372853128186e-06+5.828037347920728e-06j),(1.916562329912033e-07+6.835744891718645e-06j),(0.006544768385017265-0.006734638854857694j),(5.102786969997276e-12+1.873407984584626e-11j),(2.069912737846658e-09+2.8316605360793907e-08j)
Bus 09,(0.17583820025855906+0.02070128015878909j),(0.007113031258631467-0.005911064835902098j),(-0.0006319895457005864-0.0031848795248493635j),(0.014314603524595453-0.010816567336623865j),(0.15139323991934964+0.050603818956217766j),(0.09594238495739177+0.0022023864279892983j),(0.2655539621670354-0.006227622440944084j),(0.5097859844562284+0.3133473947504249j),(1.2425560472941608+17.778985452639027j),(0.005671816657252773-0.005886060237293837j),(0.02035207065762188-0.0038296676664063985j),(0.01971903103635452-0.003885901207005385j),(0.019315255708227536-0.003976185891030241j),(0.013619908249045638-0.005780157890448642j),(0.00044638737387664613-0.0012277891214837373j),(-0.00013672063142075976-0.0001760695750356613j),(-0.00038737223679747115-0.0002847219795525348j),(-0.0007734592027512656-0.0005262057515341205j),(-5.380822477841648e-06+8.999162099077365e-07j),(-4.909384469674405e-06+1.571915391270282e-06j),(-3.735367543241789e-05-3.256237607434568e-06j),(-1.6037756725610992e-06+2.6160133154071147e-06j),(8.016983164122921e-08+2.989049162491469e-06j),(-9.009749171479704e-05+3.627170216475919e-05j),(0.0009736450064232185-0.0020868310105725397j),(1.9295727302880713e-06-4.0601949810853055e-06j),(-6.53514987481482e-05+1.9877691956312513e-05j),(-1.9052578312388408e-07-2.8056406193239527e-07j),(1.4792222394454985e-09-5.44996770018256e-09j),(0.006679324563313787-0.0060687480337141214j),(0.09166573194322451-0.0005764807771849656j),(0.004805431610926917-0.00609055501757805j),(-5.154879798831822e-06+1.2308697046433623e-06j),(-4.717824531829823e-06+1.7906478045890712e-06j),(-1.378089436328725e-06+2.6653112293574116e-06j),(3.8677881669169914e-07+2.9175425742122615e-06j),(0.2766642239428859+0.04187697217999325j),(-9.90886674660645e-11-5.753670495935982e-12j),(-1.4059117010459854e-07-3.6042672941918334e-08j)
Bus 10,(-0.00023975736927598374-0.0002956761167069321j),(-0.0005230160560151961-0.000597923654915792j),(0.0003118478525263169-0.0053994665460036706j),(0.04825680926791511-0.01791363136581265j),(0.10744830254933194+0.033418119133026766j),(0.14148018203255852+0.05468719091893011j),(0.032814344233766696-0.013993382011880415j),(0.01377398799361253-0.01447217572932338j),(0.005671816657252772-0.005886060237293837j),(1.0070512348733884+0.8138776166204206j),(0.6501169260984717+0.5152949050919552j),(0.6479610053334441+0.5136765512362367j),(0.6529902097646151+0.518327499596203j),(0.3111802844231596+0.22560073206912698j),(0.03361806809424671-0.00648697153371521j),(0.0030533086764671035-0.004205384437292279j),(0.0006673947618562361-0.0025348137943140073j),(-0.0011053547382661405-0.002050893020806834j),(-5.512162251213543e-05-0.00011461992433853775j),(-6.71025397825468e-05-9.969728886795224e-05j),(-0.0001698852124748194-0.0008574612947307783j),(-6.899295798240587e-05-1.8902989173692202e-05j),(-6.639956322470717e-05+2.1222825476137804e-05j),(-0.001397679866161829-0.001781401898341239j),(-0.0001814469582695892-7.905734212104318e-05j),(-1.341086698461698e-06-1.524499787818118e-06j),(-0.00023478479005449097-0.0002884413778439245j),(-1.5039712391019735e-07+2.906114857455595e-08j),(-1.998129072535082e-09-1.5853190627443574e-09j),(-0.0005356132751041959-0.0005603403309941147j),(0.13661016840928428+0.04826346978381524j),(1.0273752997148802+0.6743386478045102j),(-6.106264931334522e-05-0.00010741028302130593j),(-7.075457066951287e-05-9.398683299760201e-05j),(-6.862977581786424e-05-1.3529767150350932e-05j),(-6.280576276955179e-05+2.7622601519358013e-05j),(-7.494124947791543e-05-0.0001049470776562736j),(-2.004984112744656e-11+4.009724949204658e-11j),(-4.0017679107649935e-08+5.192236437257976e-08j)
