Escenario,Bus_LV,SCR_scr,GSIM_hv,NRSCR,SDSCR_coupled,λSCR_normal_LSCR,K_vtg_normal_LSCR,SCR_scr_minmax,GSIM_hv_minmax,NRSCR_minmax,SDSCR_coupled_minmax,λSCR_normal_LSCR_minmax,K_vtg_normal_LSCR_minmax,SCR_scr_zscore,GSIM_hv_zscore,NRSCR_zscore,SDSCR_coupled_zscore,λSCR_normal_LSCR_zscore,K_vtg_normal_LSCR_zscore,SCR_scr_eng,GSIM_hv_eng,NRSCR_eng,SDSCR_coupled_eng,λSCR_normal_LSCR_eng,K_vtg_normal_LSCR_eng,SCR_scr_scr,GSIM_hv_scr,NRSCR_scr,SDSCR_coupled_scr,λSCR_normal_LSCR_scr,K_vtg_normal_LSCR_scr
Escenario_1,PV1 LV,6.080202,7.959496595603189,7.65,7.644506863066793,0.6500819696886743,0.5299998113245783,0.0051660869405156795,0.002327846944513252,0.002503128911138926,0.0025486458247941444,0.07317190229800644,0.14326112315375816,-0.8059383531718649,-0.8275833758426208,-0.8239529003850073,-0.8243558782858775,-0.5933212139372124,-0.6377798081397635,2.026734,13.265827659338647,2.5500000000000003,2.5481689543555976,0.21669398989622476,0.8833330188742972,2.026734,6.545421184693526,1.2581818827729738,1.257278436319516,0.10691782438949797,0.4358406277658031
Escenario_1,PV2 LV,34.563587272727275,40.41854829784862,39.53,39.40366627006991,1.6777037303071372,0.8180270399755405,1.0,1.0,1.0,1.0,1.0,1.0,2.336124925424565,2.3137720843143836,2.3306850256687204,2.329346107434972,2.4694081125347678,2.022775375241649,11.521195757575759,67.36424716308105,13.176666666666668,13.134555423356638,0.5592345767690458,1.3633783999592342,11.521195757575759,5.8469839919858755,1.1436891572649788,1.140034046788938,0.04853962978637189,0.11833653629769679
Escenario_2,PV1 LV,5.932290230258879,7.883760589445796,7.57,7.563357192275517,0.5689525355965104,0.4818368232887189,0.0,0.0,0.0,0.0,0.0,0.0,-0.8222548175150546,-0.8349130328718971,-0.8318691812533981,-0.8324140851998365,-0.8351198080859025,-1.0826693002413104,1.9774300767529596,13.139600982409661,2.5233333333333334,2.521119064091839,0.1896508451988368,0.8030613721478649,1.9774300767529596,6.6447866535870395,1.2760670341763864,1.2749472629806684,0.09590773773920395,0.4061136631776798
Escenario_2,PV2 LV,26.16471405959672,31.21630091736701,30.32,30.242322465442644,1.2882407481260574,0.7568976222150884,0.7066541134803419,0.717156679706721,0.7118272841051314,0.7122721459065094,0.6487372604069881,0.8181701467612983,1.4096272197662125,1.423187531211384,1.4193231906952315,1.4196196320499375,1.308650582075952,1.4581128256576747,8.721571353198906,52.02716819561169,10.106666666666667,10.080774155147548,0.4294135827086858,1.2614960370251473,8.721571353198906,5.965343409880963,1.1588125874771105,1.1558437977406575,0.049235804572209926,0.1446409122780902
Escenario_3,PV1 LV,6.080202,8.137029074609861,7.82,7.812338133223736,0.6500819630591124,0.5299998242857465,0.0051660869405156795,0.00778454396057588,0.007822277847309137,0.007819677263178927,0.07317189631870112,0.14326116170683795,-0.8059383531718649,-0.8104019551591495,-0.8071308035396769,-0.8076901409098658,-0.5933212336959938,-0.6377796884153072,2.026734,13.56171512434977,2.606666666666667,2.6041127110745785,0.2166939876863708,0.8833330404762443,2.026734,6.691413438739257,1.286141480167929,1.2848813465775868,0.10691782329914573,0.4358406384243045
Escenario_3,PV2 LV,20.010497894736844,24.356095308022937,23.45,23.404575309334152,0.9713583060338726,0.6724138953038841,0.49170694724713165,0.5062991302175547,0.4968710888610763,0.4975208650881592,0.3629360422401946,0.5668727480927783,0.7307424441329663,0.7592635032884759,0.7395125711221726,0.7406275810411383,0.3642124768963834,0.6777226569998009,6.6701659649122815,40.59349218003823,7.816666666666666,7.801525103111384,0.3237861020112909,1.1206898255064734,6.6701659649122815,6.0858294071805865,1.1718848837923124,1.169614840792643,0.04854243563271651,0.16801528348795913
Escenario_4,PV1 LV,9.120303,11.722974974889668,11.41,11.391423701304351,0.970349038794159,0.6694314033397671,0.11134713055480466,0.11800336365656722,0.12015018773466833,0.12022705243456787,0.3620257683712433,0.5580013062242147,-0.47057829593630635,-0.4633575979485435,-0.45188769957064046,-0.452284976734402,0.3612044514810225,0.6501728850852136,3.040101,19.538291624816114,3.8033333333333332,3.797141233768117,0.323449679598053,1.1157190055662787,3.040101,6.426856089589166,1.2510549265742597,1.2490181193875194,0.10639438610692638,0.3670006376650903
Escenario_4,PV2 LV,12.673315333333331,15.502019451714096,14.9,14.883502813587778,0.6514409936296012,0.5333917541248786,0.23544253315089378,0.2341573250930024,0.22934918648310387,0.22990183931403388,0.0743976271922931,0.1533504792145268,-0.07863789018488179,-0.0976253482714108,-0.10653994668709243,-0.10551960144319995,-0.5892707718010423,-0.6064478710817979,4.224438444444444,25.836699086190162,4.966666666666667,4.961167604529259,0.21714699787653371,0.8889862568747977,4.224438444444444,6.116007944243568,1.175698671428939,1.1743969452445655,0.05140257118957517,0.2104389183475742
Escenario_5,PV1 LV,8.146764627065654,10.709304443760637,10.39,10.374574514675134,0.8099263210805643,0.6072039401125146,0.07734453641838428,0.08684685081209494,0.08823529411764706,0.08829114427033545,0.21733801653034132,0.37290530955748047,-0.577971400464174,-0.5614596462453565,-0.5528202806426229,-0.553258659883713,-0.1169202642490728,0.07536750778329215,2.7155882090218846,17.848840739601062,3.4633333333333334,3.4581915048917113,0.2699754403601881,1.0120065668541909,2.7155882090218846,6.572734658481211,1.2753529131652754,1.2734594639211891,0.09941692907019557,0.3726656948546337
Escenario_5,PV2 LV,11.892754230660952,14.774286937010611,14.16,14.147924211726098,0.5703567757707401,0.4852612508433767,0.20818002033093372,0.21178949773153688,0.20619524405506884,0.20679972054802362,0.0012665061205153246,0.01018598217522731,-0.16474325841707538,-0.16805459338824935,-0.1797655447197072,-0.1785629609230928,-0.8309346032490226,-1.0510372961306864,3.9642514102203172,24.623811561684352,4.72,4.715974737242033,0.19011892525691335,0.8087687514056279,3.9642514102203172,6.2114656750076955,1.1906409335773387,1.1896255431942793,0.0479583420886889,0.20401550449613884
