name,voltage_nom,voltage_actual,angle_actual,p_load,q_load,p_gen,q_gen,p_net,q_net
Bus 1,16.5,16.5,0.0,0.0,0.0,247.4999999457258,197.99999987861503,247.4999999457258,197.99999987861503
Bus 2,18.0,18.0,0.0,0.0,0.0,163.19999655834675,115.20000445697912,163.19999655834675,115.20000445697912
Bus 3,13.800000190734863,13.800000190734863,0.0,0.0,0.0,-372.95750105183436,76.80000296841757,-372.95750105183436,76.80000296841757
Bus 4,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus 5,230.0,230.0,0.0,125.0,50.0,0.0,0.0,-125.0,-50.0
Bus 6,230.0,230.0,0.0,90.0,30.0,0.0,0.0,-90.0,-30.0
Bus 7,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus 8,230.0,230.0,0.0,100.0,35.0,0.0,0.0,-100.0,-35.0
Bus 9,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV1 LV,0.47999998927116394,0.47999998927116394,0.0,0.0,0.0,150000.0,-34200.0078125,150000.0,-34200.0078125
PV2 LV,0.47999998927116394,0.47999998927116394,0.0,0.0,0.0,130000.0,-29639.99609375,130000.0,-29639.99609375
