Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.6879451595067452+18.65568784938961j),(1.1625275865776712+0.2739926714841111j),(0.11498417686364197-0.13307347919050527j),(-0.002830652126930695-0.011262839041715345j),(-0.00032997770940821106-0.0028917021771820593j),(-0.0007131000820126274-0.000817379908620394j),(0.000124333375367768-0.0024416554763718587j),(0.0036235800106659386-0.004504665986035548j),(0.1762236036748515+0.013749817292782239j),(-0.00034794397839534806-0.00011818921091400775j),(-0.0004991014811834574-0.0007128829089803556j),(-0.0004993100514124361-0.000726651632816432j),(-0.0005048756632151703-0.0007490622685591121j),(-0.0014924724473556286-0.004273065754219518j),(-0.0010573650216996401-0.00012869802577645918j),(-0.002577300275382027-0.0022073073273751968j),(-0.002591459654120683-0.021485038850264995j),(-0.0028057084896491264-0.048694407641366885j),(-7.675723417559871e-05+3.330189884580613e-05j),(-6.741802405140142e-05+4.1748000148334755e-05j),(-0.000566390484820726+6.555725904036877e-05j),(-1.2839484496876121e-05+4.5891525436760695e-05j),(1.2356331310729158e-05+4.3897029668626554e-05j),(-0.0012325516962149014+0.0008163110481004875j),(0.29089128860557206-0.06182625196026716j),(0.000597770803860095-0.00011975641731308465j),(-0.0026326451750332525-0.0015916839320513653j),(1.5025435081817758e-05-4.347121376331119e-05j),(7.149710719987579e-07-3.010759509154e-07j),(1.182715680622163+0.22237899637195563j),(-0.0007622620855922927-0.0006796650334673088j),(-0.0003419253105494521-7.931914916068752e-05j),(-7.25817378381976e-05+3.767153019991115e-05j),(-6.390097519720091e-05+4.443393561704216e-05j),(-9.2980457239815e-06+4.597648319004404e-05j),(1.6757453676075557e-05+4.193851537599434e-05j),(0.29415228346466654+0.029401493893405226j),(-4.205451839660648e-09-3.092453992361375e-08j),(3.3831476684120713e-06-3.833309339684434e-05j)
Bus 02,(1.1625275865776705+0.27399267148411105j),(3.0816923563051932+0.6735747101674894j),(0.2979588815403765-0.35635551147357886j),(-0.007778130538049823-0.02931972198526068j),(-0.0023247992407196675-0.004728857345386298j),(-0.0015064224634647563-0.0007567669156252824j),(-0.000709363081781826+7.260628713050113e-05j),(-0.0007966454328640424-0.0003591555704100385j),(0.004140160609453359-0.010404351403094364j),(-0.0008073039278495498-0.0002446927897637601j),(-0.0011975431053145658-0.00158387657802316j),(-0.001200893171549241-0.001629209601686683j),(-0.0012171918422159956-0.0016939626870647129j),(-0.003990813231323763-0.010997794271916102j),(-0.0027752373024362755-0.00028969996487998275j),(-0.006897795800536072-0.005720601097866195j),(-0.007762742247542918-0.05662927507889711j),(-0.009495086670052924-0.1284762576857522j),(-0.0002012858908388768+9.114653961904079e-05j),(-0.0001762720263734245+0.00011305787529227223j),(-0.0014928253464329192+0.0001968070571111518j),(-3.1982593160223026e-05+0.0001217150432785867j),(3.446414581670785e-05+0.00011539417064198511j),(-0.0032204248364147417+0.0022070682744994097j),(0.7655068060163495-0.17576849794457697j),(0.0015734008077582082-0.00034193952524404274j),(-0.007020691104299047-0.004090891634823059j),(3.780940288140424e-05-0.00011544142656758516j),(1.875100375028477e-06-8.257926066075338e-07j),(3.132785247375881+0.5364094867022766j),(-0.001496196702775366-0.0005297380925824949j),(-0.0007905371356339232-0.00015596866711639894j),(-0.00019007753155817807+0.00010250993427185372j),(-0.0001668727713291661+0.00012000298121301569j),(-2.2627777556435934e-05+0.00012179117982327225j),(4.600346609622324e-05+0.00011003849184673033j),(0.007707524881981565-0.017197088102067857j),(-1.243476215973395e-08-8.14824480247858e-08j),(7.286183467862582e-06-0.00010137260703053427j)
Bus 03,(0.11498417686364198-0.13307347919050527j),(0.2979588815403766-0.3563555114735789j),(2.427348715028628+0.9581956415927639j),(0.14259758548822737-0.0933109427280888j),(0.0209109284827005-0.02036316928657515j),(0.001424503330911338-0.009179832208748392j),(-0.0017840344443600235-0.002747285086585054j),(-0.00093174217408827-0.003274352145075214j),(-0.0014072734250766084-0.002623855655460052j),(-0.0001074794100561086-0.004729966996083185j),(0.00634703186606955-0.009148734341768534j),(0.006582532544552145-0.009248053364513271j),(0.006898884721550774-0.009450329283968861j),(0.051598181890727166-0.04070545224308816j),(-0.0033628130742634427-0.01529763258337191j),(0.018256523862287623-0.04686136505189837j),(0.28784265329965864-0.14157538805354813j),(0.6681341230149338-0.27786715466113504j),(-0.0008417083178134218-0.0009106493205354659j),(-0.0009141248471593915-0.000738648710037641j),(-0.0036905409796789733-0.00760195502861786j),(-0.0007048274909489732+4.5115187825992096e-05j),(-0.0005535489917420297+0.00038780119557882593j),(-0.01745453495006541-0.013244298518570213j),(0.029216958908210928-0.1119162136964079j),(0.00010751729320434814-0.00043572974223801344j),(0.007818734623299782-0.04486348360250502j),(-2.4250771324087012e-05-2.3629661386926387e-05j),(2.3451675753265926e-08-5.706142577224903e-07j),(0.28353652462574497-0.3723734293297816j),(0.0002509793256904266-0.008742669586367767j),(-0.0005509795540372391-0.004485494411653822j),(-0.0008823865749335363-0.0008308431000399543j),(-0.0009344749347891982-0.0006762978988582149j),(-0.0006886742716701035+9.507075716741313e-05j),(-0.0005046009035074105+0.0004397760439024288j),(-0.0017417683574221885-0.002177117530126036j),(-2.1918171009320426e-08-6.8877971082415065e-09j),(-2.447575146847806e-05-1.4264224273814722e-05j)
Bus 04,(-0.0028306521269306937-0.011262839041715343j),(-0.007778130538049819-0.02931972198526068j),(0.14259758548822737-0.09331094272808883j),(1.4111170639453259+0.8643475181580311j),(0.26570543958348475+0.0993417178911241j),(0.08662634721620772-0.02525531936340209j),(0.016981265294886753-0.026909399785503482j),(0.02517584590339256-0.021288362959011327j),(0.010247039246977839-0.00863942949137642j),(0.041238952936181274-0.01914841189351025j),(0.1049948138023296+0.020654751695191056j),(0.10677028332792923+0.022377919744485247j),(0.10976353554456286+0.024416873642406106j),(0.5566537838009425+0.30077771373244155j),(0.0528295293838129-0.01804147247894397j),(0.002489802938167089-0.010276013649322934j),(0.004729621591644861-0.024295513379811416j),(0.009975109344538501-0.047575917551249694j),(-0.0002009158740741878-0.00016613914751246572j),(-0.00021118119574823005-0.00012827028001872226j),(-0.0009821434270772447-0.001480451720106516j),(-0.0001455928834776239+2.91656608359749e-05j),(-0.00010446252493187817+9.63255135028086e-05j),(-0.004008240941204771-0.002270108825230119j),(-0.0048682103727679706-0.005775534564446061j),(-2.048337405667099e-05-2.431314730312097e-05j),(-0.0023918639628383695-0.002573685386081514j),(-2.364078496888805e-06+4.048507273634352e-07j),(-3.17132286437861e-08-2.5116663804531528e-08j),(-0.009175902050458661-0.029154110647683657j),(0.07794957638252695-0.03378023850867192j),(0.03737941856549754-0.02211313454598704j),(-0.00020715360420933034-0.000148369963128867j),(-0.00021367284430460495-0.00011470817145923978j),(-0.00014082629237730914+3.912143272934968e-05j),(-9.280615950131432e-05+0.00010578235776198938j),(-0.00028426526652726967-0.00017657854094669482j),(-1.3077616769276608e-09+9.68722179089575e-10j),(-1.8369092585316166e-06+8.079257941955397e-07j)
Bus 05,(-0.0003299777094082099-0.002891702177182059j),(-0.0023247992407196658-0.004728857345386301j),(0.0209109284827005-0.02036316928657515j),(0.26570543958348475+0.09934171789112413j),(0.6489540532667021+2.5094348108275857j),(0.5830929192325713+0.46780127023212986j),(0.27411606205336314-0.014150730846201257j),(0.28832981725843393+0.07985200621600327j),(0.11774807602023782+0.03340517511324496j),(0.06766704831148716-0.013405265087530883j),(0.15277774282490805+0.07451690791624423j),(0.14933720692975416+0.07135327074986542j),(0.14757819701139158+0.06909271539920725j),(0.16130083403842793+0.06312778267493206j),(0.013819265892124856-0.006651989673004333j),(0.0005163840876196772-0.0025923044997293487j),(0.00014126689939289731-0.004613753086942892j),(7.38541681163953e-05-0.008476704805011833j),(-5.189065814252864e-05-3.943508842262785e-05j),(-5.406587457054174e-05-2.987081082973026e-05j),(-0.0002605211799655449-0.00035970159440939364j),(-3.606664471386285e-05+8.77998673235664e-06j),(-2.510349964283981e-05+2.513280465044058e-05j),(-0.0010244870100199251-0.0005258687445007068j),(-0.0010262074693379107-0.0008177415599191593j),(-4.415433136712659e-06-3.6510576126383626e-06j),(-0.0005174581226621687-0.0004019032754396446j),(-4.0614085152370446e-07+1.4796228710210757e-07j),(-6.432543798044671e-09-3.4316802211062557e-09j),(-0.0025572381921283825-0.004652978384601406j),(0.5997031812931224+0.36840510253263364j),(0.06304350138867247-0.01916218939296326j),(-5.3266255296208945e-05-3.493265786313885e-05j),(-5.454897684404101e-05-2.6457687994844144e-05j),(-3.4773818154877343e-05+1.1217790102773017e-05j),(-2.2094871362713638e-05+2.737523939301653e-05j),(0.0008372610611591208-0.0017183626366220777j),(-2.0067095794989688e-10+2.1390798858278988e-10j),(-2.996779003482622e-07+2.0244680953404327e-07j)
Bus 06,(-0.0007131000820126269-0.0008173799086203937j),(-0.0015064224634647556-0.0007567669156252819j),(0.0014245033309113356-0.00917983220874839j),(0.0866263472162077-0.02525531936340207j),(0.5830929192325714+0.46780127023212986j),(0.7936660582893688+0.6884101997817442j),(0.2463894020035525-0.012463781632951799j),(0.12099806903301157-0.05878650413976361j),(0.049650575940802-0.023741256492512387j),(0.08806262477158543-0.012824442122217516j),(0.1928501618457047+0.10669798671425282j),(0.18771583192582428+0.10174480195598831j),(0.18468861995038705+0.09806564346718058j),(0.11349582071423009+0.03406703543748743j),(0.00910072263677906-0.0052874799489951545j),(0.0003174448152841716-0.0015716756056179124j),(-0.000595982084821459-0.001604151853883058j),(-0.0016180129197826947-0.002356601177043669j),(-3.1413364748838e-05-2.4005754408813856e-05j),(-3.2748372024084294e-05-1.820751306938617e-05j),(-0.00015745116095934437-0.00021862016790442983j),(-2.1892547610640596e-05+5.267546625328342e-06j),(-1.5268723785386775e-05+1.520506798792326e-05j),(-0.0006206095932032005-0.000320656870625353j),(-0.0004196989712303008-1.0281320949037131e-05j),(-1.935574485924306e-06-3.6925536966706094e-07j),(-0.0002337985747504633-6.571970801785874e-05j),(-9.791539304759572e-08+1.1186152375442716e-07j),(-2.507244906776398e-09+3.093050704998623e-11j),(-0.0015510372060591254-0.000692511726052165j),(0.8223521248752436+0.5497152053426567j),(0.08248400462154941-0.02054545774219246j),(-3.225511137858608e-05-2.1276773821027977e-05j),(-3.304695836126282e-05-1.613786854249768e-05j),(-2.111226032248155e-05+6.748433318157722e-06j),(-1.344730074987888e-05+1.6570223801505095e-05j),(-0.00022675932331223136-0.0008323683226972358j),(-2.5060677854950024e-11+9.771045819944268e-11j),(-5.680170972080566e-08+1.1065268230230761e-07j)
Bus 07,(0.00012433337536776803-0.002441655476371859j),(-0.0007093630817818259+7.260628713050092e-05j),(-0.001784034444360024-0.0027472850865850546j),(0.016981265294886753-0.026909399785503482j),(0.2741160620533632-0.01415073084620122j),(0.24638940200355258-0.012463781632951754j),(1.5904345091633192+1.6891414830617828j),(0.6193364166080019-0.011461896006382033j),(0.2534259605530764-0.0031201675607583496j),(0.012774716487922456-0.016745113798404883j),(0.05025933457563066-0.013839405807403839j),(0.04859567497334076-0.013857746692563518j),(0.04749934124502062-0.014009321938737952j),(0.027056973093148216-0.016034264930584113j),(0.0006022482891390307-0.0027245796968444324j),(-0.00026546758962416755-0.00033999093868854365j),(-0.0005153011959139923-0.00021732244789793886j),(-0.0009584236576560148-0.00022294879508564662j),(-1.0403005289401108e-05+2.214115512472824e-06j),(-9.452330643812641e-06+3.501890123675238e-06j),(-7.22212807494949e-05-6.110946022976794e-06j),(-2.7566613252871183e-06+5.394095181959543e-06j),(4.328548034037054e-07+5.780791591085108e-06j),(-0.00017414744667928038+7.063385472863715e-05j),(-0.00015202118136871024+9.17540621872672e-05j),(-6.368732429534252e-07+3.6276429529098876e-07j),(-6.80081669437201e-05+4.0951791676937515e-05j),(-7.044069756111404e-10+5.5292073122834855e-08j),(-7.020390237828522e-10+6.140137886452261e-10j),(-0.0007106658033235746+0.00010566834500478289j),(0.22869299104063703-0.04062187604905293j),(0.01055305515324614-0.01712791778116983j),(-9.992926048840823e-06+2.8638091185555107e-06j),(-9.081842946733214e-06+3.925206474537545e-06j),(-2.3175630165527086e-06+5.493961585125468e-06j),(1.0305808955741039e-06+5.647727729446978e-06j),(0.0007044184533896347-0.0039333144507229904j),(1.6496048600480684e-11+3.370009342231234e-11j),(1.0638215358058584e-08+4.502495114844549e-08j)
Bus 08,(0.003623580010665939-0.004504665986035549j),(-0.0007966454328640424-0.00035915557041003843j),(-0.0009317421740882711-0.0032743521450752126j),(0.025175845903392554-0.02128836295901133j),(0.28832981725843393+0.0798520062160032j),(0.12099806903301161-0.058786504139763635j),(0.6193364166080019-0.011461896006382033j),(1.237313537687005+0.7679976713150923j),(0.5042934824646698+0.31735374534112387j),(0.0031154873159357516-0.01160354037044787j),(0.023445063937573396-0.0181766757967596j),(0.022644975553089332-0.017837015643149885j),(0.022115435880750493-0.017690526874051538j),(0.018585636701268896-0.015765694795015488j),(9.984225542299194e-05-0.0021580843572530876j),(-0.00027369806960532244-0.00024056769922547344j),(-0.00048457139301920924-0.0002872575050697782j),(-0.0008759436686445578-0.0004781598022948021j),(-8.287866260898287e-06+3.469996187547462e-06j),(-7.296700086588835e-06+4.389790275104215e-06j),(-6.090756647069831e-05+6.2582374932683816e-06j),(-1.4419490675986957e-06+4.909975582634438e-06j),(1.2662458130842284e-06+4.730559698836122e-06j),(-0.00013347311489639074+8.5953048995537e-05j),(-0.0002175567316390824+3.803516138019169e-06j),(-7.925186510815772e-07+1.323912060939231e-07j),(-7.349246298967418e-05+3.158000830828794e-05j),(-2.1637289630191265e-08+5.662668477631296e-08j),(-9.54598576236663e-10+3.662689481665036e-10j),(-0.0008183534917257016-0.0003249069369846273j),(0.10611334456997946-0.06914524867295652j),(0.0018601255201990611-0.011324446904132915j),(-7.845541097286928e-06+3.944951182310414e-06j),(-6.9227549432360915e-06+4.683047469870696e-06j),(-1.0617981090141372e-06+4.9239819266243925e-06j),(1.7415248574680253e-06+4.526330249132236e-06j),(0.006415005053501577-0.0068694131925597455j),(4.227707066681445e-12+4.091502080425686e-11j),(-6.083015873927187e-09+5.0352258907563665e-08j)
Bus 09,(0.1762236036748516+0.013749817292782247j),(0.004140160609453361-0.010404351403094363j),(-0.0014072734250766073-0.0026238556554600513j),(0.010247039246977837-0.008639429491376416j),(0.1177480760202378+0.03340517511324496j),(0.04965057594080201-0.023741256492512384j),(0.2534259605530764-0.0031201675607583617j),(0.5042934824646698+0.3173537453411238j),(1.2417206282966662+17.77563069583104j),(0.0013026289355163776-0.0047369865401685265j),(0.009632036770963807-0.007374472000695978j),(0.009303666853965158-0.0072375461292802125j),(0.009086402306273236-0.007178938857814422j),(0.0076030675514118466-0.006397096816388213j),(4.3390650645174257e-05-0.0008732588647359611j),(-0.0001360216717035647-7.906555114171778e-05j),(-0.00039985562298245833-0.00013075227671177305j),(-0.0008106030933120041-0.00025330154307940766j),(-3.22127923069931e-06+2.161672906475851e-06j),(-2.7246356258150842e-06+2.468590014135467e-06j),(-2.5279230613451857e-05+7.734552033803664e-06j),(-2.0104098580735547e-07+2.200302535197818e-06j),(9.312253031292942e-07+1.8982681665838698e-06j),(-4.936785363636745e-05+4.755116835231836e-05j),(-0.00017323102891980314-0.0027827535288282054j),(-4.3043349866589014e-07-5.656185468765636e-06j),(-4.921335373806205e-05+3.4338098324265913e-05j),(-3.8450565374856897e-07-1.8790178400232918e-07j),(-1.97258775971596e-09-6.943540616649371e-09j),(0.0036892671492125264-0.01066257445856929j),(0.043587597678343686-0.028017001317692983j),(0.0007886204427725539-0.004625970566421247j),(-2.994261691895069e-06+2.3259552789721923e-06j),(-2.541749914499734e-06+2.561609003898722e-06j),(-3.883312750377427e-08+2.174507834135237e-06j),(1.1155168207625986e-06+1.7720852599849146e-06j),(0.2791692831945751+0.03355009922730721j),(-2.9036302718197786e-10+3.889346265370615e-12j),(-3.502096121164578e-07-7.456990428956351e-08j)
Bus 10,(-0.00034794397839534784-0.0001181892109140077j),(-0.0008073039278495497-0.00024469278976376016j),(-0.00010747941005610792-0.0047299669960831825j),(0.04123895293618126-0.01914841189351024j),(0.06766704831148716-0.013405265087530883j),(0.08806262477158541-0.01282444212221752j),(0.012774716487922447-0.01674511379840488j),(0.003115487315935751-0.011603540370447868j),(0.0013026289355163763-0.0047369865401685265j),(1.0587187559297662+0.7854188903574086j),(0.6728811520527965+0.4862925069043848j),(0.6709822255173671+0.48518134132169155j),(0.6765490971603274+0.4900237339641433j),(0.3192567973720733+0.21248066149560316j),(0.03325961509360865-0.007812254688799394j),(0.00288860627518294-0.0043103539370683485j),(0.0006077955979298852-0.0024801166537141606j),(-0.0010957693234889066-0.001828818091823674j),(-6.436429719787849e-05-0.00011057118117146784j),(-7.551127109543082e-05-9.487156034992542e-05j),(-0.00020134333840593588-0.0008482853009850382j),(-7.199414191697046e-05-1.1249008973029495e-05j),(-6.443718302136988e-05+2.6652537480732784e-05j),(-0.0014610931941970013-0.0017249265060030148j),(-0.00020792933074429698+3.069851681420832e-05j),(-1.473906319429241e-06-1.2371219401453586e-06j),(-0.0002334819805323033-0.00027699432407658303j),(-1.3676844660610364e-07+4.868973513608791e-08j),(-2.15189715826089e-09-1.1684280039202697e-09j),(-0.0008238233891836884-0.000209206102466386j),(0.08075330100950522-0.022337152088145476j),(1.0808086149789464+0.6460561628367465j),(-7.024917129804489e-05-0.00010344533385564315j),(-7.895778143239173e-05-8.904817104991705e-05j),(-7.148666762902123e-05-5.85604274519328e-06j),(-6.067217729870469e-05+3.298367678465275e-05j),(-7.201039662356228e-05-2.9878334971428587e-05j),(-6.79241127630134e-11+7.13453766708856e-11j),(-1.0114737986109368e-07+6.725148552115406e-08j)
