Escenario,Bus_LV,SCR_scr,GSIM_hv,NRSCR,SDSCR_coupled,λSCR_normal_LSCR,K_vtg_normal_LSCR,SCR_scr_minmax,GSIM_hv_minmax,NRSCR_minmax,SDSCR_coupled_minmax,λSCR_normal_LSCR_minmax,K_vtg_normal_LSCR_minmax,SCR_scr_zscore,GSIM_hv_zscore,NRSCR_zscore,SDSCR_coupled_zscore,λSCR_normal_LSCR_zscore,K_vtg_normal_LSCR_zscore,SCR_scr_eng,GSIM_hv_eng,NRSCR_eng,SDSCR_coupled_eng,λSCR_normal_LSCR_eng,K_vtg_normal_LSCR_eng,SCR_scr_scr,GSIM_hv_scr,NRSCR_scr,SDSCR_coupled_scr,λSCR_normal_LSCR_scr,K_vtg_normal_LSCR_scr
Escenario_1,PV1 LV,3.144932068965517,5.282953121224108,4.9,4.893624573513411,0.3295162535797651,0.308934148984868,0.03184406065107898,0.03405198495258895,0.035517970401691364,0.03531187878120254,0.09879643054313161,0.152003322166721,-0.7729457147171565,-0.7765633251143603,-0.7716292121011883,-0.7723671097261229,-0.5318194757476807,-0.4974682291922681,1.0483106896551724,8.804921868706847,1.6333333333333335,1.631208191171137,0.10983875119325504,0.5148902483081134,1.0483106896551724,8.399152994999133,1.5580622705188636,1.5560350640969813,0.10477690657660374,0.4911618791920166
Escenario_1,PV2 LV,10.005248947368422,14.063452522621784,13.37,13.347664463399438,0.4965364504846807,0.4371769492466024,0.40130283662802924,0.3957755327299312,0.39365750528541216,0.3949171946072342,0.29856653901165336,0.4248739639164778,0.24177240498771554,0.22096034887573301,0.21192224410604488,0.21452918885566757,0.04603968698304523,0.236346118244275,3.3350829824561408,23.439087537702974,4.456666666666666,4.449221487799813,0.16551215016156023,0.7286282487443373,3.3350829824561408,7.0280372815314855,1.3362985839064576,1.3340662020119087,0.04962759578463858,0.2184737988761332
Escenario_2,PV1 LV,2.6971175513825227,4.792909549648453,4.39,4.387055672069603,0.2469702147145533,0.2374961534616129,0.007727244115712408,0.013864033086478718,0.013953488372093025,0.013764207825772208,6.447211334934403e-05,0.0,-0.8391825246652338,-0.8322355644240701,-0.8308513186732885,-0.8315022664468322,-0.8174135882521989,-0.9062414777495523,0.8990391837941742,7.988182582747422,1.4633333333333332,1.4623518906898676,0.0823234049048511,0.3958269224360215,0.8990391837941742,8.88524407694363,1.627663576528104,1.6265719192776118,0.09156820568979582,0.440277720449882
Escenario_2,PV2 LV,10.005248947368422,14.418783240787928,13.71,13.67992731238598,0.4965361432794317,0.4371767841160858,0.40130283662802924,0.4104138217535452,0.40803382663847787,0.40905049517161957,0.29856617156851145,0.42487361255741557,0.24177240498771554,0.26132830373376864,0.25140364848744523,0.25331644087861477,0.0460386241093852,0.2363451733558132,3.3350829824561408,24.031305401313215,4.57,4.559975770795327,0.16551204775981057,0.7286279735268096,3.3350829824561408,7.205609433926356,1.3702807468479834,1.367275055758015,0.049627565080230265,0.21847371635419022
Escenario_3,PV1 LV,2.620776724137931,4.709964877389573,4.3,4.300688928301637,0.246941558839435,0.2374972183852213,0.0036159488081083744,0.010447024583074558,0.010147991543340389,0.010090468338606877,3.0197292778379522e-05,2.2659080108000627e-06,-0.8504741926816506,-0.841658635986083,-0.8413022786566003,-0.8415844308150342,-0.8175127323096845,-0.9062353841815611,0.8735922413793104,7.849941462315955,1.4333333333333333,1.4335629761005457,0.08231385294647833,0.3958286973087022,0.8735922413793104,8.985818658281262,1.6407349624239458,1.640997834226527,0.09422456959612348,0.45310463916635785
Escenario_3,PV2 LV,10.005248947368422,14.491472731577204,13.78,13.74781713037587,0.4965360716039698,0.4371767481542659,0.40130283662802924,0.4134083553549301,0.4109936575052853,0.41193829080040917,0.29856608583867117,0.42487353603908584,0.24177240498771554,0.26958631783955467,0.2595321729189098,0.2612416708229127,0.04603837612546967,0.23634496757974346,3.3350829824561408,24.152454552628676,4.593333333333333,4.58260571012529,0.16551202386798994,0.7286279135904432,3.3350829824561408,7.2419351121636755,1.3772770745124148,1.3740604759256707,0.049627557916444305,0.2184736983827134
Escenario_4,PV1 LV,2.569099436619718,4.456373167196193,4.06,4.063469904866836,0.2469221347824773,0.237497908623975,0.0008328955278154822,0.0,0.0,0.0,6.964497959266501e-06,3.7345744099516792e-06,-0.8581178454387135,-0.8704683565818461,-0.8691715052787652,-0.8692765850076196,-0.8175799359742616,-0.9062314345867334,0.8563664788732394,7.427288611993656,1.3533333333333333,1.3544899682889453,0.08230737826082576,0.395829847706625,0.8563664788732394,8.673025854265196,1.5803203029548472,1.5816709337702124,0.09611233075017293,0.4622201562903729
Escenario_4,PV2 LV,21.12219222222222,28.73043399445116,27.71,27.572688255732054,1.0829783144256528,0.7074726941381392,1.0,1.0,1.0,1.0,1.0,1.0,1.8860935022008674,1.8872279010146198,1.8771085347803926,1.875110817372235,2.075020677109053,1.7829974331535372,7.040730740740741,47.884056657418604,9.236666666666666,9.190896085244018,0.36099277147521763,1.1791211568968987,7.040730740740741,6.8010066597690715,1.3118903430320494,1.305389514764637,0.05127206035395672,0.16747141743029442
Escenario_5,PV1 LV,2.5536337673246536,4.471990028829722,4.08,4.075335095036162,0.2469163120303678,0.2374981072837913,0.0,0.0006433559569890323,0.0008456659619450512,0.000504703729075245,0.0,4.157275968700832e-06,-0.8604053920849143,-0.868694176266955,-0.8668490697269181,-0.8678914824516114,-0.8176000816256327,-0.906230297841254,0.8512112557748845,7.453316714716203,1.36,1.3584450316787207,0.08230543734345593,0.3958301788063189,0.8512112557748845,8.756130354422078,1.5977232335373068,1.595896462203246,0.0966921393309475,0.4650199067750604
Escenario_5,PV2 LV,17.947482061933535,24.46031680354488,23.78,23.672244488612183,0.9147482729591104,0.6529934222157056,0.8290276454146963,0.8240872336402905,0.8338266384778013,0.8340887515311065,0.7987828163646118,0.8840808695599757,1.416518119378894,1.4021139235610074,1.420749948842444,1.4197860771610897,1.4929756747112,1.4712631970561731,5.982494020644512,40.7671946725748,7.926666666666667,7.890748162870728,0.3049160909863701,1.0883223703595093,5.982494020644512,6.814414612349722,1.3249769476263853,1.318973012867405,0.050968056120768275,0.18191783670888836
