Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.6920255696975457+18.644166303578864j),(1.1725718997901855+0.24453562997100373j),(0.11182335737482964-0.13639171938431896j),(-0.0031329000605028424-0.011219336081291635j),(-0.0004078490796338829-0.0029165539452440255j),(-0.0007584510628016044-0.0008620006308041064j),(0.00010297343578358662-0.0024405194134755888j),(0.0036011191486180426-0.004506730646303587j),(0.17621382435860516+0.013284070196811805j),(-0.00035886850229808863-0.00010942343403373313j),(-0.0005271246171662474-0.0007120792621795144j),(-0.0005275542807193925-0.0007254582298924325j),(-0.0005336669933937558-0.0007474807059464465j),(-0.0016117848309354756-0.004249957728167549j),(-0.00106396124004227-0.00010160307325548745j),(-0.0026410214736996337-0.0021459936491384462j),(-0.003154744337458931-0.02147179671959913j),(-0.0040754628223701956-0.04874465444730783j),(-7.601202438222317e-05+3.563225276065974e-05j),(-6.641192323919005e-05+4.384601644263189e-05j),(-0.0005660690498899399+8.039779530328904e-05j),(-1.1435519705685316e-05+4.6462449331577876e-05j),(1.3676656348478345e-05+4.364182514354122e-05j),(-0.0012144701121907576+0.0008503184316863502j),(0.29002410757266084-0.06952598063092466j),(0.0005954791849049799-0.00012157477911861413j),(-0.0026787197418038813-0.0015259516682261144j),(1.4818272331186638e-05-4.3392025290511466e-05j),(7.106532171384947e-07-3.088501188889054e-07j),(1.1932462538809512+0.1924715858042892j),(-0.0008062740683000306-0.0007268446423037097j),(-0.0003518098076782262-6.998325637154449e-05j),(-7.172752875041087e-05+3.9915066094974715e-05j),(-6.281710038147241e-05+4.644840713612922e-05j),(-7.880807487382477e-06+4.645851735807872e-05j),(1.8041911377209688e-05+4.156756043232196e-05j),(0.2941596679519349+0.02861825333966707j),(-5.16516481931834e-09-3.696858700702488e-08j),(1.5150778590828252e-06-2.4403066708374827e-05j)
Bus 02,(1.1725718997901846+0.24453562997100364j),(3.1070161058426544+0.595390687056664j),(0.2894791847013925-0.36498892288799134j),(-0.00856670030385781-0.029189358683103118j),(-0.0025164203263520458-0.004723181789981719j),(-0.001615999520257429-0.0007829008061533353j),(-0.0007343828280779119+9.47809567986146e-05j),(-0.0008206039929216782-0.0003320916283795946j),(0.0038524864944119086-0.010548723148101081j),(-0.0008285914173174969-0.0002175546199202153j),(-0.001264617953734681-0.0015631114053016198j),(-0.0012685848288485953-0.0016080191543958967j),(-0.0012862915938485608-0.0016721396358413522j),(-0.0042990454337117285-0.010923474809125613j),(-0.0027906494107489154-0.0002177583047800515j),(-0.007063443696798296-0.005556216003632399j),(-0.009249406790558716-0.05657158310403836j),(-0.012849661554867126-0.12855761811880062j),(-0.00019922419527749325+9.72657909836574e-05j),(-0.00017353134358475604+0.00011855338629964736j),(-0.0014913729616815399+0.00023595426874907676j),(-2.8254070917636734e-05+0.00012316436547797329j),(3.793797935096683e-05+0.00011466675749287656j),(-0.00317132778289186+0.002296068939646473j),(0.7629044299231205-0.19606303422761573j),(0.0015673088409710488-0.000346639460075157j),(-0.007139681603306554-0.003915487744518697j),(3.7267405386913316e-05-0.00011522573407548755j),(1.8634118769789176e-06-8.461422242471638e-07j),(3.159375887333934+0.4570125304115327j),(-0.0016030067389509967-0.0005590609756572046j),(-0.0008089574474175561-0.00012819869228095605j),(-0.0001877317643761155+0.00010839569303595075j),(-0.00016393026416988932+0.0001252748753751677j),(-1.8867841748552778e-05+0.000123005407079422j),(4.937795350108591e-05+0.0001090071049036442j),(0.007242322608632838-0.01746379657096546j),(-1.5228558900851702e-08-9.740416368050046e-08j),(2.9524434317094274e-06-6.450835946170937e-05j)
Bus 03,(0.1118233573748296-0.13639171938431893j),(0.28947918470139256-0.3649889228879915j),(2.4256386383328645+0.9587152109529642j),(0.14252959769766432-0.09324008053158375j),(0.02103600136135821-0.020740667864312314j),(0.0016284875693719555-0.009725834137835287j),(-0.001837277450140825-0.0028720500743806042j),(-0.000984783197774121-0.0033227733260374425j),(-0.0014680682260618584-0.002618095794623404j),(-0.00016192067580873977-0.004784930888190769j),(0.006344678331404367-0.009271821003699356j),(0.00657857606984719-0.00936729699863494j),(0.0068933445099767544-0.009567105665963572j),(0.05157361422223175-0.04073152169345473j),(-0.0033598684179425194-0.015294161881920523j),(0.018265766929599893-0.04682804379665929j),(0.28774829218843423-0.14137670046267994j),(0.6678940052327302-0.27743349690714514j),(-0.0008441339604036873-0.0009082995866510357j),(-0.0009163398378236661-0.0007362159354394852j),(-0.0036849724448028533-0.007598766760095001j),(-0.0007050751212004899+4.88112063688942e-05j),(-0.0005520933292957349+0.00038927681757327517j),(-0.017439307556146377-0.01324424469092527j),(0.026390918970019182-0.11295971706276613j),(0.0001107775425964119-0.00043298280296325524j),(0.007834286854502765-0.044836211730557546j),(-2.3948345764942565e-05-2.3736234991788616e-05j),(2.3865620236325483e-08-5.693109518814479e-07j),(0.27498488520052283-0.3812548718098536j),(0.0004689740166609253-0.009311459417266825j),(-0.0006089248777708031-0.004536722197894029j),(-0.000885037586019074-0.0008287150009837162j),(-0.0009367209180370908-0.0006739137047706263j),(-0.0006889802936815603+9.878908183471262e-05j),(-0.0005032227724380678+0.00044131292790278176j),(-0.0018086954166009353-0.0021342342362782917j),(-2.611547562732954e-08-8.453435467165143e-09j),(-1.565761765092898e-05-8.838068501384346e-06j)
Bus 04,(-0.003132900060502837-0.011219336081291623j),(-0.008566700303857807-0.029189358683103114j),(0.14252959769766432-0.09324008053158378j),(1.4113410058179268+0.8639138878224931j),(0.26973176369536545+0.09882571986259013j),(0.09230944104808957-0.02576295655140224j),(0.017861390011245003-0.027919571132737193j),(0.025402198640553098-0.02198286695967952j),(0.010341018974653232-0.008919800026754295j),(0.041520408472916395-0.019879216580379402j),(0.10613905730498065+0.020093045900765688j),(0.10787577741975975+0.021818070313713765j),(0.11084331909919169+0.023853031958947134j),(0.5572133765707269+0.30036737315954964j),(0.05283731836853463-0.01810286990610605j),(0.0024856811007066474-0.010282393136475708j),(0.0047275296685985665-0.02428653811115966j),(0.009973616462079444-0.04754897289934207j),(-0.00020172048665144368-0.00016556664008964667j),(-0.00021191490421101068-0.0001276372353916155j),(-0.0009833009695217785-0.0014805749202866252j),(-0.00014566502825829936+3.0109896797875163e-05j),(-0.00010413650524009456+9.679034375230306e-05j),(-0.004011373538635556-0.0022691589306320296j),(-0.005031922309845267-0.005662451312501212j),(-2.0167250393107282e-05-2.4392237831918957e-05j),(-0.002390989698268031-0.002572744874045107j),(-2.3571489699784877e-06+3.813351608566649e-07j),(-3.159450838153703e-08-2.5100558279159043e-08j),(-0.00998032196665288-0.029028833951295924j),(0.083882442164316-0.03425942748808333j),(0.0376103606539225-0.022859138477165884j),(-0.00020800141346134855-0.0001478129073667078j),(-0.00021440433200355723-0.00011406787781340816j),(-0.00014089570594626844+4.007792887095332e-05j),(-9.24735621284907e-05+0.00010626115924481409j),(-0.00028909240641816785-0.00017348450741528233j),(-1.5726521429044532e-09+1.1425249780451273e-09j),(-1.1586850067831284e-06+5.278433762169532e-07j)
Bus 05,(-0.0004078490796338822-0.0029165539452440255j),(-0.0025164203263520453-0.0047231817899817214j),(0.021036001361358213-0.02074066786431232j),(0.26973176369536545+0.09882571986259014j),(0.6715569740546219+2.534422200350248j),(0.6134908538423061+0.5041141523939415j),(0.2851703729912659-0.012943250719703264j),(0.29413480845287315+0.07810116894140025j),(0.12012513818622234+0.03270269255820964j),(0.07181300778650238-0.013866298753654673j),(0.1606815450379839+0.08032130757577716j),(0.15704769804247853+0.07690118704538415j),(0.15518118404256404+0.07445224628464153j),(0.16614259168587506+0.06530502142407521j),(0.014254469838648136-0.006833671075214938j),(0.0005401038900524174-0.002660392289703562j),(0.00012684517282087788-0.004687409290919959j),(2.1617184736538926e-05-0.008588044390501537j),(-5.329737959265636e-05-4.054911512968904e-05j),(-5.555263387734564e-05-3.072582858121273e-05j),(-0.0002661774604071326-0.00037037705597077036j),(-3.7069957459449995e-05+9.100408853941262e-06j),(-2.5788989225812136e-05+2.5807120216337663e-05j),(-0.0010501746652942367-0.0005439406939258516j),(-0.0010687582113142722-0.0007961118759500976j),(-4.4407841901832254e-06-3.7077658068556894e-06j),(-0.0005271093446417978-0.0004064154986832181j),(-4.1079470386774073e-07+1.474605045213781e-07j),(-6.517911679885956e-09-3.452366932128545e-09j),(-0.0027542286645539293-0.004645132078861232j),(0.6311162011366692+0.40654454900019027j),(0.06700066527741565-0.02001857113174502j),(-5.4740027895454875e-05-3.593681295079298e-05j),(-5.60625835330594e-05-2.722247713511144e-05j),(-3.5752532011705854e-05+1.1611507712409825e-05j),(-2.2708439941191282e-05+2.8125454285512514e-05j),(0.0008293619675903693-0.0017587678591498125j),(-2.44334547850906e-10+2.579700910226501e-10j),(-1.9053188657196203e-07+1.3365257584539532e-07j)
Bus 06,(-0.0007584510628016039-0.000862000630804106j),(-0.0016159995202574288-0.0007829008061533352j),(0.0016284875693719563-0.009725834137835287j),(0.09230944104808955-0.025762956551402212j),(0.6134908538423062+0.5041141523939419j),(0.8344011312436389+0.7410497574722205j),(0.2618498077506749-0.010171878161590342j),(0.1292455229030648-0.060932520746231365j),(0.0530289338392582-0.024597892337736158j),(0.09390197739346516-0.013189673348863692j),(0.20363257244661456+0.11531274380825773j),(0.19824058831314806+0.10998883288982622j),(0.19507248337531977+0.10603963293568747j),(0.12017630614522716+0.037402493652175406j),(0.009722602282735452-0.005517991320076945j),(0.000354223720006408-0.001666156651599642j),(-0.00061355658221279-0.0017109712132064032j),(-0.001688112531199289-0.0025218449131965207j),(-3.32078527573312e-05-2.574984289584833e-05j),(-3.467953794429365e-05-1.9599196384515868e-05j),(-0.00016487889798039266-0.00023392821947151418j),(-2.3312090554982478e-05+5.496407188931681e-06j),(-1.6330114576225848e-05+1.6044096910492686e-05j),(-0.0006557994901262137-0.00034735002417583274j),(-0.00044715783293749014-4.5234433825861246e-06j),(-2.0337455234629435e-06-4.3467608727301843e-07j),(-0.00024751972638454065-7.263623910579215e-05j),(-1.0591655697419659e-07+1.1575619816729513e-07j),(-2.651474294179845e-09-5.262677278186048e-12j),(-0.0016650364845553919-0.000714725211221814j),(0.864414513431317+0.6049742181091463j),(0.0880791978337003-0.021474770092748813j),(-3.413963079271743e-05-2.2864157699207686e-05j),(-3.501970003406704e-05-1.74039491116651e-05j),(-2.2499942369721245e-05+7.0795958904383405e-06j),(-1.4410578887781961e-05+1.751649730797719e-05j),(-0.0002324697682380172-0.0008864445233299441j),(-3.445595904633718e-11+1.229948891821924e-10j),(-3.818600386572538e-08+7.44419044351654e-08j)
Bus 07,(0.00010297343578358664-0.0024405194134755883j),(-0.000734382828077912+9.478095679861439e-05j),(-0.0018372774501408252-0.0028720500743806055j),(0.01786139001124501-0.027919571132737193j),(0.285170372991266-0.012943250719703231j),(0.261849807750675-0.010171878161590348j),(1.5934259700255824+1.6870155368323896j),(0.6203842695516635-0.013166530824727962j),(0.2538536175570334-0.0038165532913913697j),(0.013702570601921519-0.01775701110576836j),(0.05348554069570122-0.014133924163612581j),(0.051717951655497946-0.014173159378847226j),(0.05055382688585895-0.014347566155695943j),(0.028730473430417534-0.016555801909230655j),(0.0006700612263672047-0.0028647367118710613j),(-0.0002745866745441413-0.0003619878699348293j),(-0.0005354858460496188-0.000232571796426315j),(-0.0009967984172939996-0.00023955276621463083j),(-1.098759024127509e-05+2.2142984946769063e-06j),(-1.000255168363934e-05+3.5837018736432127e-06j),(-7.59678719931267e-05-7.499899457130159e-06j),(-2.954738044319885e-06+5.664209572025012e-06j),(3.9175149044221706e-07+6.093684313571404e-06j),(-0.00018445228214689907+7.182678724664232e-05j),(-0.00015530078222728762+9.940676984477959e-05j),(-6.643028324250496e-07+3.6600988836158084e-07j),(-7.14452451082239e-05+4.199159197672644e-05j),(-1.5384527108934598e-09+5.7201063146681146e-08j),(-7.319663115066483e-10+6.319070092395058e-10j),(-0.000735907710111477+0.00012937786557172212j),(0.24480423353865613-0.03810212271686103j),(0.011347776349872923-0.01819566990614012j),(-1.0567512560899634e-05+2.905491240595769e-06j),(-9.618707276580561e-06+4.035094044254707e-06j),(-2.4935519170098257e-06+5.776280049026651e-06j),(1.0236375679888977e-06+5.9628941657292895e-06j),(0.0006859028186445601-0.003944881043856395j),(1.988419341984017e-11+4.2126161114434823e-11j),(7.258399929173785e-09+2.9636633198610937e-08j)
Bus 08,(0.003601119148618044-0.004506730646303589j),(-0.0008206039929216782-0.00033209162837959474j),(-0.0009847831977741208-0.0033227733260374425j),(0.025402198640553098-0.021982866959679517j),(0.2941348084528731+0.07810116894140019j),(0.12924552290306482-0.060932520746231414j),(0.6203842695516635-0.013166530824727962j),(1.2374755736260852+0.7669187318151911j),(0.5043540545224763+0.3169025187304021j),(0.003363075332194673-0.012312506985891637j),(0.024999913651946877-0.019014381492738874j),(0.02414321642677135-0.018663044252848426j),(0.023574775634779343-0.018513579901377954j),(0.019313654280649285-0.016385125733425952j),(0.00010390230208547492-0.0022429022188513335j),(-0.0002829218845460866-0.0002496585171462576j),(-0.0004976756926668678-0.00029039252340362366j),(-0.0008981384873836354-0.00047779667015977604j),(-8.58193195416451e-06+3.604993891532245e-06j),(-7.5553744102492825e-06+4.558266922932294e-06j),(-6.307668254851794e-05+6.3553047514501115e-06j),(-1.4763869787039119e-06+5.095977464399381e-06j),(1.318482325444504e-06+4.896691143938471e-06j),(-0.00013838327882780964+8.873101778008016e-05j),(-0.00022007724841131306+1.2443322130973672e-05j),(-8.034843783232764e-07+1.370631916649282e-07j),(-7.494813848380865e-05+3.282033119353683e-05j),(-2.1750058645909776e-08+5.7519383477995356e-08j),(-9.660119471389763e-10+3.830830036746132e-10j),(-0.0008424886582890406-0.00029694686407572197j),(0.11473602772631519-0.0713156411255445j),(0.0020289449346348873-0.012033142630611001j),(-8.12656412970815e-06+4.0987975199931474e-06j),(-7.168839271562646e-06+4.862789047651607e-06j),(-1.0825461265821243e-06+5.111566800925485e-06j),(1.8114556735985274e-06+4.686564318554148e-06j),(0.0063943128519308124-0.006889129740293289j),(5.3156656984255324e-12+4.9778363052442514e-11j),(-3.092207741005782e-09+3.264465040931195e-08j)
Bus 09,(0.1762138243586051+0.013284070196811808j),(0.0038524864944119073-0.01054872314810108j),(-0.0014680682260618575-0.0026180957946234044j),(0.010341018974653235-0.0089198000267543j),(0.12012513818622238+0.032702692558209644j),(0.0530289338392582-0.02459789233773616j),(0.25385361755703345-0.003816553291391366j),(0.5043540545224764+0.3169025187304021j),(1.2418440902384118+17.775059213723576j),(0.0014057419363578286-0.005026234712224833j),(0.01027007045577212-0.007712923636925989j),(0.009918519334945334-0.007571361126036261j),(0.009685337719599993-0.0075116285729127045j),(0.007902332055268456-0.006647381548845785j),(4.552033923539326e-05-0.0009078192995082113j),(-0.00013927186040336816-8.205157416238039e-05j),(-0.0004061125950352359-0.00012637293229952092j),(-0.00082252749080027-0.00024052129676869154j),(-3.317273471405663e-06+2.212973933307058e-06j),(-2.8080895233193882e-06+2.5306328578269752e-06j),(-2.6016578704364227e-05+7.793085657569552e-06j),(-2.0739383590443054e-07+2.26339515916064e-06j),(9.520576808910903e-07+1.9527140071981134e-06j),(-5.1007098115453866e-05+4.855589223018493e-05j),(-0.0002533424097467625-0.0027847045388923104j),(-4.690266375875291e-07-5.637940384379473e-06j),(-4.9236730125894295e-05+3.542790240973824e-05j),(-3.8479792023805425e-07-1.8468192546209745e-07j),(-2.0734559960627923e-09-6.9084555739816255e-09j),(0.0033973650989740415-0.010810856896551261j),(0.04711962706297662-0.028882541807288904j),(0.0008595218359479795-0.004915316024531705j),(-3.085647601203213e-06+2.3837250422899395e-06j),(-2.620780863138527e-06+2.627352053432695e-06j),(-4.046420154484936e-08+2.2379853637783453e-06j),(1.1423652532887085e-06+1.8243131200042227e-06j),(0.2793378911254511+0.03289870316973264j),(-3.473955225221418e-10+7.096149750939162e-12j),(-2.239020370818837e-07-4.083613943360096e-08j)
Bus 10,(-0.0003588685022980883-0.00010942343403373319j),(-0.0008285914173174965-0.0002175546199202155j),(-0.00016192067580874-0.004784930888190768j),(0.04152040847291639-0.019879216580379402j),(0.07181300778650238-0.013866298753654676j),(0.09390197739346512-0.013189673348863692j),(0.013702570601921506-0.017757011105768356j),(0.003363075332194673-0.012312506985891635j),(0.0014057419363578284-0.00502623471222483j),(1.0675690562132087+0.7804117019226116j),(0.6793819346584231+0.4830993881765432j),(0.6774314761170177+0.4819936794413777j),(0.6830228395711484+0.48680831227071597j),(0.32225696953384453+0.21076592703479932j),(0.033330827937380375-0.008111592504464244j),(0.0028648280604848136-0.004350697587845509j),(0.0005856107077165229-0.0024966086857977103j),(-0.0011251819859381849-0.0018316126530050702j),(-6.589367818485571e-05-0.00011032783969861944j),(-7.693649647954089e-05-9.444991725295148e-05j),(-0.00020900136687306033-0.0008499005124638292j),(-7.251636112902728e-05-1.0314102491397786e-05j),(-6.438083184084493e-05+2.7503572948264794e-05j),(-0.0014808180640272488-0.0017197823551834879j),(-0.00020983995221455451+3.906914821418232e-05j),(-1.4595450311071382e-06-1.2403043294595894e-06j),(-0.00023722531743758772-0.0002758355969377209j),(-1.3642599791285148e-07+4.763808329789799e-08j),(-2.147954385843437e-09-1.161724377832403e-09j),(-0.0008452629035104346-0.0001811229168515567j),(0.08674891167308078-0.02262500488924314j),(1.0898157706048193+0.6409508334163281j),(-7.176187516591135e-05-0.00010314723377224298j),(-8.035064743536761e-05-8.857668537066627e-05j),(-7.196689614632668e-05-4.900441875325408e-06j),(-6.0554073696174004e-05+3.383525853457271e-05j),(-7.615956918568432e-05-3.200897245170872e-05j),(-8.163391350195878e-11+8.47033280708003e-11j),(-6.346385836981353e-08+4.370028915573774e-08j)
