Escenario,Bus_LV,SCR_scr,GSIM_hv,NRSCR,SDSCR_coupled,λSCR_normal_LSCR,K_vtg_normal_LSCR,SCR_scr_minmax,GSIM_hv_minmax,NRSCR_minmax,SDSCR_coupled_minmax,λSCR_normal_LSCR_minmax,K_vtg_normal_LSCR_minmax,SCR_scr_zscore,GSIM_hv_zscore,NRSCR_zscore,SDSCR_coupled_zscore,λSCR_normal_LSCR_zscore,K_vtg_normal_LSCR_zscore,SCR_scr_eng,GSIM_hv_eng,NRSCR_eng,SDSCR_coupled_eng,λSCR_normal_LSCR_eng,K_vtg_normal_LSCR_eng,SCR_scr_scr,GSIM_hv_scr,NRSCR_scr,SDSCR_coupled_scr,λSCR_normal_LSCR_scr,K_vtg_normal_LSCR_scr
Escenario_1,PV1 LV,6.035176333333333,8.096368144849693,7.78,7.750445849675803,0.6655188123317692,0.5404131363654795,0.0,0.0,0.0,0.0,0.0,0.0,-1.0116936707867485,-1.026423942627701,-1.0293593950159277,-1.0381451366986694,-0.9837994047491111,-1.2256793227299172,2.0117254444444446,13.493946908082822,2.5933333333333333,2.5834819498919344,0.22183960411058976,0.9006885606091325,2.0117254444444446,6.707648374855294,1.2891089788097325,1.2842119967346664,0.11027330032695028,0.44771942567832135
Escenario_1,PV2 LV,18.189829,23.71336179620421,23.24,22.493838007159887,1.8772456075164496,0.8370651628040049,1.0,1.0,1.0,1.0,1.0,1.0,2.172665000831637,2.1593492250590205,2.167271923419876,2.1526622279134475,2.199589601916363,1.6761303977510387,6.0632763333333335,39.522269660340356,7.746666666666666,7.497946002386629,0.6257485358388165,1.3951086046733416,6.0632763333333335,6.518302562438661,1.2776370794909615,1.2366162434600065,0.10320303767102205,0.23009154258789485
Escenario_2,PV1 LV,6.131232306129359,8.285434485070116,7.97,7.930177343458306,0.6657940658689099,0.5404352086516497,0.00790281511370974,0.012106449195106415,0.012289780077619633,0.01219064729898454,0.00022715808401240227,7.440463641940521e-05,-0.9865282729492101,-0.9878555416259686,-0.9900734991231204,-0.9992471295176807,-0.9830762722016908,-1.2254634146327066,2.0437441020431195,13.80905747511686,2.6566666666666667,2.6433924478194353,0.22193135528963662,0.9007253477527496,2.0437441020431195,6.756744869043058,1.2999018145230667,1.2934067651507106,0.1085905789613157,0.4407231545535958
Escenario_2,PV2 LV,15.145317313616758,20.00248895854032,19.53,19.01064131712824,1.5614803952188323,0.8008415012590313,0.7495188246116967,0.7623823816217,0.7600258732212162,0.7637452322487741,0.7394089050828564,0.8778917441425935,1.3750430979067276,1.402353392259809,1.4001631141445317,1.3988187750481107,1.3700267751222088,1.3217954739530406,5.048439104538919,33.3374815975672,6.510000000000001,6.336880439042747,0.5204934650729441,1.334735835431719,5.048439104538919,6.6035225754420495,1.28950748245077,1.2552157821108358,0.10309987984305528,0.2643858443754809
Escenario_3,PV1 LV,6.131232306129359,8.415305201127547,8.09,8.046392239436129,0.6658638790354735,0.5404724417979617,0.00790281511370974,0.020422436187018042,0.020051746442432062,0.020073154576580727,0.0002847726938741786,0.00019991581784969178,-0.9865282729492101,-0.9613626934043046,-0.9652613543487156,-0.9740955672447182,-0.9828928624860335,-1.2250992050664031,2.0437441020431195,14.025508668545912,2.6966666666666668,2.6821307464787094,0.22195462634515783,0.9007874029966029,2.0437441020431195,6.862654015502572,1.3194737364481317,1.3123613390724398,0.10860196544336008,0.4407535180632892
Escenario_3,PV2 LV,12.126552666666669,16.38462559973366,15.9,15.564080104462809,1.2446662521371523,0.7448802109660513,0.501155935951879,0.5307204216072084,0.5252263906856405,0.5299753388721079,0.4779521605917072,0.6892488720043957,0.5841665796946457,0.6643309360719276,0.6495957347187896,0.6529040776372549,0.5377082489905409,0.7743897538829722,4.042184222222223,27.307709332889434,5.3,5.188026701487603,0.4148887507123841,1.2414670182767522,4.042184222222223,6.7556815403818495,1.311172304038702,1.2834711176610958,0.10263974324364063,0.30712776806452574
Escenario_4,PV1 LV,12.070352666666668,15.507577702649904,15.05,14.824101249933516,1.2325441290197352,0.7435057822453656,0.4965321921443636,0.47456057953621633,0.4702457956015525,0.47978479611064023,0.4679481537763181,0.6846157375633924,0.5694429210058422,0.48541841810063713,0.47384304256675647,0.4927557241600844,0.5058616036718249,0.760945279325774,4.023450888888889,25.84596283774984,5.016666666666667,4.941367083311172,0.4108480430065784,1.239176303742276,4.023450888888889,6.423829581001156,1.246856692229208,1.2281415182566757,0.10211334855389216,0.30798842535008186
Escenario_4,PV2 LV,9.0949145,11.66580390813225,11.36,11.260970095188869,0.993113642512159,0.6779624073439507,0.25173390392781825,0.22856100495199777,0.23156532988357048,0.23810831374590027,0.27035370636535333,0.4636721098110392,-0.2100826308738509,-0.2982804258721147,-0.289130409246188,-0.27838737562287824,-0.12315838799437971,0.11980891263566945,3.0316381666666667,19.44300651355375,3.7866666666666666,3.7536566983962896,0.33103788083738633,1.1299373455732513,3.0316381666666667,6.4133664522806955,1.2490496749584616,1.2381611828444201,0.10919439017399878,0.3727151076263283
Escenario_5,PV1 LV,8.675385241974126,11.54481506499966,11.23,11.105720458951447,0.9116388820785304,0.6508656321009028,0.21721796426823384,0.22081374924877883,0.2231565329883571,0.22757819729921722,0.20311514998663519,0.3723301575299103,-0.31999376263790547,-0.3229614252146375,-0.31601023275179285,-0.31198694873117777,-0.33720486919444764,-0.14524805238141814,2.891795080658042,19.2413584416661,3.7433333333333336,3.7019068196504823,0.30387962735951013,1.0847760535015047,2.891795080658042,6.653776600687638,1.2944670106021205,1.280141474895965,0.10508338899669227,0.3751220343229364
Escenario_5,PV2 LV,8.824445252995682,11.731525176780176,11.41,11.285748004546944,0.913384718604752,0.6495726618315364,0.22948158175771938,0.23276932251395213,0.23479948253557573,0.23978892490331954,0.20455593394318336,0.36797161568919134,-0.2809420059398512,-0.28487368070213565,-0.2787920155901859,-0.27302486916473556,-0.3326182933861922,-0.15789571146193923,2.9414817509985607,19.552541961300292,3.8033333333333332,3.761916001515648,0.30446157286825065,1.0826211030525608,2.9414817509985607,6.647174321126652,1.292999126050058,1.2789186947151958,0.10350619131493624,0.3680529728545953
