Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.5373223137096226+18.797042249503466j),(0.7743378510575021+0.6397148322506532j),(0.13625700266922633-0.05747569429536999j),(0.001965846832516895-0.00962416602033126j),(0.000881123942383423-0.003371506864280863j),(6.940972558881626e-06-0.0018219795645220607j),(0.0001892683539669484-0.0027448739430294363j),(0.003781479357611671-0.00454239612378288j),(0.17591395664196194+0.0203563700402788j),(-0.00024883537948736036-0.0002903565003854323j),(-9.394269489631893e-05-0.0009300764806960487j),(-9.102642138074447e-05-0.0009342735100511506j),(-8.865117696754387e-05-0.0009492823479277032j),(0.00043758553335143137-0.0038925842644155447j),(-0.0007584324531181294-0.0004960748653224544j),(-0.0011221092065588328-0.0026238245853334842j),(0.006050462848785414-0.01716058905621817j),(0.016026837552221493-0.03775216387609023j),(-6.959305098199565e-05-6.174378544100856e-06j),(-6.592305572309453e-05+3.676711893943532e-06j),(-0.00045199985105027335-0.00016146154137609012j),(-2.828113856774117e-05+2.7321623712106974e-05j),(-8.625812715576384e-06+3.729892633144719e-05j),(-0.0012333853043400872+0.00015697944752753902j),(0.2423384885433777+0.06177574408043669j),(0.0004803345875886022+0.00014404902641850488j),(-0.001391466785413258-0.0021773970938004403j),(2.771111015189283e-05-2.5755414003313856e-05j),(6.259139029762136e-07+7.05568616412463e-08j),(0.7835385715478804+0.5910271277510643j),(-4.9594282871903554e-05-0.0017399187411300122j),(-0.0002623403423569164-0.0002510162903234948j),(-6.787774319009776e-05-1.3426815763867383e-06j),(-6.426074613242856e-05+7.0069233978102385e-06j),(-2.5646093768612884e-05+2.866591909527078e-05j),(-4.596116887735084e-06+3.7410121238544936e-05j),(0.29340132834013705+0.040552530579109014j),(-1.0726783987696687e-09-1.1343969685240569e-08j),(1.5949791370349454e-06-1.6111669098882134e-05j)
Bus 02,(0.774337851057502+0.639714832250653j),(2.071904052246793+1.6553754143474697j),(0.35728233478658183-0.15762621724135123j),(0.004982680238052197-0.025081653961352517j),(0.000230987471267906-0.005337358667011064j),(-0.0004949338003097013-0.0023936680403850333j),(-0.000702695694379921-0.00048324243358824473j),(-0.0005878998860280247-0.0006722358095208667j),(0.007086256564191815-0.006104319825415049j),(-0.0005424173732968722-0.0005890288620628889j),(-0.0002717017550227776-0.0019213398720302867j),(-0.0002602781781486563-0.0019483158413051832j),(-0.0002507944408978808-0.001997876820406827j),(0.0010765673506484955-0.009925607185262917j),(-0.0019943250760217305-0.0012602938829055033j),(-0.003070712903260645-0.0068804514011477j),(0.015237564006733177-0.04557075125649396j),(0.04068898095577264-0.10036868947232222j),(-0.00018397822347504016-1.3425398344794036e-05j),(-0.00017388263927332288+1.2429529445882493e-05j),(-0.0011999331220058174-0.00040758155981007087j),(-7.35325992307607e-05+7.329634601582217e-05j),(-2.123109871277739e-05+9.8824149473932e-05j),(-0.0032496087363442948+0.00046536866621374j),(0.6424438625534538+0.15261261223379533j),(0.0012743097061822142+0.0003595213021132654j),(-0.003767682994845875-0.005689322664335477j),(7.204367966751047e-05-6.919231390126044e-05j),(1.6554611030036887e-06+1.5920801218693913e-07j),(2.0940893748181453+1.5264421773578927j),(-0.0005464468361983195-0.002270304895107083j),(-0.000567739907488069-0.0005056943983429221j),(-0.0001792502849489643-7.407463539639714e-07j),(-0.00016935663727809787+2.1152502595195595e-05j),(-6.652064494008946e-05+7.673638979896152e-05j),(-1.0588252193596243e-05+9.895124190404453e-05j),(0.012445097201352687-0.009685449793795809j),(-3.322332271172059e-09-2.99016624103981e-08j),(3.514139275106815e-06-4.2603710433021106e-05j)
Bus 03,(0.13625700266922636-0.057475694295369986j),(0.3572823347865819-0.15762621724135123j),(2.4572651034381767+0.9639559282419762j),(0.14410018083658774-0.09543966449391456j),(0.02643222194664504-0.023803239923165354j),(0.009064556347118408-0.013434640250842515j),(-0.0011898549279234748-0.004731539906960483j),(-0.001038753329478285-0.00444149051287606j),(-0.0006751555153580002-0.003173666596337729j),(0.0002615949427663988-0.005383326010684471j),(0.007927188676505081-0.010376404531968598j),(0.008111584623987927-0.010452191347742099j),(0.008395100130504964-0.010643975454368513j),(0.05276358944324967-0.04203269418968688j),(-0.003443361397806876-0.015555141589350507j),(0.018355061721074546-0.04745152827556738j),(0.2908394750295774-0.14382630875517974j),(0.6751993554213376-0.2824976150433003j),(-0.0008110877024689134-0.0009453747161049744j),(-0.0008869289958783489-0.0007739798466076292j),(-0.003756728501504941-0.0076886015211589075j),(-0.0007010700365753283-3.5545007008242944e-06j),(-0.0005745180640369114+0.0003685047122016625j),(-0.017692138515616008-0.013355488930913277j),(0.06369259431077379-0.07346957967823034j),(0.00018376925834475902-0.00034292999323497605j),(0.007831636645088817-0.04539568022985862j),(-1.5298224624882434e-05-2.5049892500835383e-05j),(1.5039679037045169e-07-4.6497376074651004e-07j),(0.3419647093782954-0.16930925627258347j),(0.008240668744602993-0.013107683118419389j),(-0.00025758146754713187-0.005111043878488031j),(-0.0008493669067419444-0.0008623651508480854j),(-0.0009071875016799326-0.0007107884406229175j),(-0.0006841877239298839+4.6410378617319664e-05j),(-0.0005244857733040026+0.00042010243665657255j),(-0.0004453986311282423-0.002285249575404665j),(-8.790596082535328e-09-9.37976369020185e-10j),(-1.2003100831731596e-05-3.7031700877232196e-06j)
Bus 04,(0.001965846832516895-0.009624166020331257j),(0.004982680238052199-0.025081653961352517j),(0.14410018083658774-0.09543966449391458j),(1.4178640012305+0.8617434973190999j),(0.3147145072430288+0.132878073992944j),(0.15363839543677663+0.024501774120203566j),(0.036422864886770295-0.029379918621282787j),(0.03440563739856383-0.02667607228809657j),(0.014066622571124291-0.010865624463932598j),(0.04793889080413097-0.0182857215696696j),(0.12078742007633333+0.029438022740651992j),(0.12212687898525071+0.030796339384364817j),(0.1248564474413616+0.0325757603642789j),(0.5658042134317061+0.30343974249992745j),(0.0535499457132453-0.018473171467366982j),(0.0024878498639393436-0.010430263102160766j),(0.004669781690780358-0.024666525996356336j),(0.009852600652213786-0.04831036847636701j),(-0.00019619348923533838-0.0001744354322389631j),(-0.00020717253436923675-0.00013649075588748654j),(-0.0010025613089925816-0.0014991769733072157j),(-0.0001465129449483445+1.9135796208243582e-05j),(-0.00010953434839162872+9.324875934056661e-05j),(-0.0040735249157703305-0.002287531097515432j),(-0.0015443607724145735-0.00617716488535483j),(-1.2702701532784062e-05-2.4924293766365767e-05j),(-0.0024386516131767702-0.0025989597191318843j),(-2.106754819221508e-06-1.2499731233301668e-07j),(-2.1277459747727734e-08-2.7963273373383053e-08j),(0.0037803854065187725-0.024699700159810593j),(0.14745662175167218+0.018654444998186137j),(0.043581265721209315-0.02177240122885118j),(-0.00020183410510188015-0.0001560142648577579j),(-0.0002096116132951847-0.0001227193909327622j),(-0.00014157052316267864+2.9091830431269333e-05j),(-9.762255470412476e-05+0.00010260586493911748j),(-0.0002560245524027591-0.0003174451126228706j),(-4.161761830724521e-10+4.804663095053865e-10j),(-7.112772472839474e-07+5.566261457925191e-07j)
Bus 05,(0.0008811239423834234-0.003371506864280862j),(0.00023098747126790712-0.005337358667011063j),(0.026432221946645032-0.023803239923165354j),(0.3147145072430288+0.13287807399294393j),(0.655048733139407+3.000600529310174j),(0.5651655792728305+1.1578899693918359j),(0.3833070033486643+0.10565546119444866j),(0.36867534666197+0.11669977396778662j),(0.1505619894607547+0.04870149020001694j),(0.10748491942138233+0.029884540422490648j),(0.1770062138886768+0.21937052071183982j),(0.17394021939895782+0.21152909382150548j),(0.17276301385321108+0.20621886899482583j),(0.19043982460935463+0.13609767621857158j),(0.020316920281058474-0.004108642136919867j),(0.0014557368557010372-0.0030794478278653105j),(0.0007063858609116824-0.005632889418531835j),(0.00058738244258684-0.010399516338382249j),(-4.957375038428096e-05-6.705860159424874e-05j),(-5.546907008564401e-05-5.598191832048104e-05j),(-0.0002135598804555126-0.0005316067051994253j),(-4.679504275962174e-05-3.6372588684012465e-06j),(-4.0149178134804594e-05+2.181983585786574e-05j),(-0.0011165814810616202-0.0009775808947784746j),(-0.0005154021401234304-0.001226355769635938j),(-3.3975742247099876e-06-5.158136600527978e-06j),(-0.0005869893383890055-0.0005521560926574128j),(-4.653454177297481e-07+2.4151485070385035e-08j),(-5.353536298013679e-09-5.6150441052449704e-09j),(-5.1126656526065905e-06-0.005220248332853495j),(0.5753740820772264+1.088163588217126j),(0.10436077925014231+0.01815881517021983j),(-5.253231694590034e-05-6.170147490017487e-05j),(-5.71282371355139e-05-5.186070863398071e-05j),(-4.591007669978926e-05-2.1910052749304608e-07j),(-3.705861996132047e-05+2.5507787972861038e-05j),(0.0012290581293945928-0.0021517160239870737j),(-7.955827246009632e-11+1.1561793350749575e-10j),(-1.4244766522309816e-07+1.3955463671916277e-07j)
Bus 06,(6.9409725588817536e-06-0.0018219795645220602j),(-0.0004949338003097013-0.0023936680403850333j),(0.009064556347118407-0.013434640250842513j),(0.1536383954367766+0.02450177412020356j),(0.5651655792728305+1.157889969391836j),(0.7312779938466994+1.6565537955126028j),(0.3932685722369582+0.16167169612681742j),(0.23184154745513158-0.0027071056738386277j),(0.09487924322233754-0.000512399925468777j),(0.141716283653519+0.049751810544446745j),(0.21910815867156394+0.3112012922619276j),(0.21475192276406263+0.2996996747016982j),(0.21270670681456738+0.2917671108473201j),(0.1505005646154623+0.13801647911089293j),(0.01808497170952611-0.001372342775318193j),(0.0016668561216880355-0.0021994965080416496j),(0.00025252108984654374-0.002954548446430566j),(-0.0007991427436125718-0.004915805946612507j),(-2.8147161988639333e-05-6.142419642311383e-05j),(-3.466539815825321e-05-5.3622371415175555e-05j),(-8.085599921800112e-05-0.0004570740296423311j),(-3.64999192939814e-05-1.067284323658831e-05j),(-3.546737011412146e-05+1.0619081438784997e-05j),(-0.0007226617179334785-0.0009610038259735655j),(-0.0003659425917570507-0.0004863821355811003j),(-2.042163672496727e-06-2.3390844640891356e-06j),(-0.00031773381523760545-0.00027603230313049965j),(-2.3016649446357546e-07+4.3580877978108744e-08j),(-3.047471258383463e-09-2.4340718082767847e-09j),(-0.0005865668857341848-0.002315287829708196j),(0.7493729129710553+1.5591834646825442j),(0.1385675980405711+0.0337210890013161j),(-3.1384766268386264e-05-5.7668790521558076e-05j),(-3.6666955465280073e-05-5.063068757573566e-05j),(-3.6367131844201165e-05-7.815176753386501e-06j),(-3.363060210226823e-05+1.4057783216296553e-05j),(0.00030075089676335717-0.0014571164000536912j),(-3.179176147417879e-11+6.298713696842108e-11j),(-6.149615115689221e-08+7.917467553314786e-08j)
Bus 07,(0.00018926835396694867-0.0027448739430294363j),(-0.0007026956943799212-0.0004832424335882449j),(-0.0011898549279234737-0.004731539906960485j),(0.03642286488677031-0.02937991862128278j),(0.3833070033486644+0.1056554611944488j),(0.3932685722369583+0.16167169612681764j),(1.6436333657699798+1.6947500585227575j),(0.6472336914321803-0.019990282839040197j),(0.2649288637872-0.006516058254295354j),(0.03205092611845009-0.014868008378916988j),(0.08797196972671391+0.016532165174982884j),(0.08537513528701493+0.015278069200787989j),(0.08375347929548399+0.014246349359573723j),(0.050232854487557016-0.00444404966741891j),(0.0027609332193231596-0.0035225572450368354j),(-0.0001393968050549918-0.0006656752718104797j),(-0.0005937676918023926-0.0005850883854171173j),(-0.001241579016408252-0.0007922706045585999j),(-1.597382488696557e-05-4.700565042819306e-06j),(-1.557733930980937e-05-2.2267175745112037e-06j),(-9.806744544124936e-05-5.888960892346417e-05j),(-7.887824640383781e-06+5.060791440117232e-06j),(-3.761715111315568e-06+8.312418680934223e-06j),(-0.00029557198096321507-2.1051991859545274e-05j),(-0.00020960016990532532-3.411241750277088e-05j),(-9.484072361546274e-07-3.553728578135662e-08j),(-0.00011677097532092199+1.917470802373358e-05j),(-3.8520233501857395e-08+6.0355107153559e-08j),(-1.1801572435609003e-09+1.6830056518733099e-10j),(-0.0007068419439824217-0.00044137585159793354j),(0.38049856277706096+0.14223579459862257j),(0.02888973745700222-0.017053430691472415j),(-1.57991587082086e-05-3.4911750129340623e-06j),(-1.5344772302232132e-05-1.3706830686333937e-06j),(-7.3349817085913385e-06+5.498281628435315e-06j),(-2.825240746690283e-06+8.527036489480489e-06j),(0.000798502235545037-0.0040809861625478415j),(7.357870749307428e-12+2.027113838697376e-11j),(4.737497398550779e-09+3.0273294529090915e-08j)
Bus 08,(0.003781479357611671-0.004542396123782882j),(-0.000587899886028025-0.0006722358095208668j),(-0.001038753329478286-0.00444149051287606j),(0.034405637398563824-0.02667607228809658j),(0.3686753466619701+0.11669977396778664j),(0.2318415474551317-0.002707105673838639j),(0.6472336914321802-0.019990282839040308j),(1.249501163078354+0.7577703354262801j),(0.5094073809006207+0.3133285038468456j),(0.013203493485656402-0.014749883124244767j),(0.04885612980766685-0.010961207684656828j),(0.04732420408196048-0.011042823408904136j),(0.0463434283066813-0.011225937736329777j),(0.03269172542829403-0.014885034275467404j),(0.0010134697808954667-0.0030186687837450753j),(-0.0002806506274137918-0.0004313036631785926j),(-0.0006049151066540475-0.0004604516828765066j),(-0.001144495754838442-0.0007158604102330018j),(-1.2553536267231225e-05+1.0602319732175014e-06j),(-1.1596284692672366e-05+2.696380117044625e-06j),(-8.529545992315605e-05-1.4671610877645776e-05j),(-4.176894288321727e-06+5.72984345917018e-06j),(-3.761762661448282e-07+6.892950298403153e-06j),(-0.00021422688878337213+6.611349212967698e-05j),(-0.00020382498717221278-8.886957701206841e-05j),(-8.734097435423137e-07-9.10370249940702e-08j),(-0.00010343040473525424+3.086162748394731e-05j),(-3.926832131799151e-08+5.335625755279885e-08j),(-1.0998815101157507e-09+8.292234554091694e-11j),(-0.0006029450256374259-0.0006308287659973228j),(0.22128876013754623-0.009738922839367392j),(0.011092534468774654-0.015174638473822676j),(-1.2099080387979304e-05+1.8653450632585325e-06j),(-1.119778128678067e-05+3.236419470177244e-06j),(-3.6671519775361413e-06+5.886964895268967e-06j),(3.4308529286840036e-07+6.787803073294479e-06j),(0.0065343129783027734-0.006741283201880812j),(5.54839529140868e-12+1.9166527669895323e-11j),(2.5151158496180008e-09+2.8239870667570143e-08j)
Bus 09,(0.175913956641962+0.020356370040278807j),(0.007086256564191812-0.006104319825415047j),(-0.0006751555153579997-0.0031736665963377282j),(0.014066622571124293-0.010865624463932601j),(0.15056198946075475+0.048701490200016954j),(0.09487924322233754-0.0005123999254687565j),(0.26492886378720004-0.006516058254295371j),(0.5094073809006209+0.31332850384684563j),(1.2424834826716655+17.778717717116365j),(0.005438958923125133-0.006001048036907873j),(0.020015657880012385-0.004360915008798227j),(0.019388844711609506-0.00439831258093526j),(0.018987770627303745-0.004475843391677937j),(0.01338399136887442-0.006019200289066015j),(0.00041661250104018516-0.0012269118223122992j),(-0.000139837453280964-0.00017207546897158858j),(-0.00039120279251817614-0.0002782562440512228j),(-0.0007799135370097773-0.0005148313191422827j),(-5.3310995817445925e-06+1.0241462120041867e-06j),(-4.8466460470012224e-06+1.6817884940305475e-06j),(-3.7215324879964445e-05-2.4150703927494612e-06j),(-1.5297203299256824e-06+2.6448530056643334e-06j),(1.516942233956948e-07+2.970724282206036e-06j),(-8.879578721937941e-05+3.805406891181008e-05j),(0.0009470820681530142-0.002127503589673423j),(1.8818415550370454e-06-4.141631039144949e-06j),(-6.494709771012131e-05+2.085530666727979e-05j),(-1.9764736186284296e-07-2.805667043443458e-07j),(1.3991375461689771e-09-5.5400383072133195e-09j),(0.00665378621979875-0.0062651282013924245j),(0.09057897641332252-0.003417002348018671j),(0.004576409269216595-0.006180149652783883j),(-5.099818017295911e-06+1.3485106630305664e-06j),(-4.651372581108848e-06+1.8951079070668951e-06j),(-1.304162199775607e-06+2.6890416147682313e-06j),(4.5512697044658986e-07+2.893019465970009e-06j),(0.27680700407065384+0.04144428347506044j),(-1.0328044766773816e-10-4.220948312247964e-12j),(-1.4287665220701443e-07-3.402665830439418e-08j)
Bus 10,(-0.0002488353794873602-0.0002903565003854322j),(-0.0005424173732968717-0.0005890288620628889j),(0.0002615949427663993-0.005383326010684468j),(0.04793889080413096-0.01828572156966958j),(0.1074849194213823+0.029884540422490658j),(0.141716283653519+0.04975181054444676j),(0.03205092611845007-0.014868008378916992j),(0.0132034934856564-0.014749883124244762j),(0.00543895892312513-0.006001048036907871j),(1.010647000446731+0.8119276099438416j),(0.6523755049734937+0.5132404040437101j),(0.6502108779234623+0.5116571657552516j),(0.655258390505224+0.5163211896395137j),(0.31208221354305593+0.22456769684746025j),(0.03360599155571176-0.006608479990916396j),(0.0030397018066782903-0.004216973766916069j),(0.0006577470156314419-0.0025335885765257896j),(-0.001115536452673033-0.0020378256562967397j),(-5.5772080191878854e-05-0.00011439853162432498j),(-6.769485137320478e-05-9.941321969407797e-05j),(-0.0001728600853115423-0.000857066342753797j),(-6.921360685530493e-05-1.845278959496532e-05j),(-6.630956196729502e-05+2.1595241438236204e-05j),(-0.0014041497778626117-0.0017770832489927878j),(-0.00018487044370754722-7.49924526401872e-05j),(-1.35178585852885e-06-1.5113794551590283e-06j),(-0.00023545086413307603-0.00028723133099849504j),(-1.4995169374250195e-07+3.025848593038958e-08j),(-2.0089690598058325e-09-1.5655361152538798e-09j),(-0.000554950569367692-0.0005515681616098377j),(0.13685203016161393+0.043132154419635714j),(1.0310531887902754+0.6724012991107645j),(-6.169951162633133e-05-0.0001071808470738438j),(-7.13291197449242e-05-9.368940183634831e-05j),(-6.883475642536345e-05-1.3077536829761813e-05j),(-6.269577776785692e-05+2.7987833499825377e-05j),(-7.766472249213472e-05-0.00010155386379243975j),(-2.0266254768307012e-11+4.137777431828054e-11j),(-3.953576713849151e-08+5.218028673903973e-08j)
