name,voltage_nom,voltage_actual,angle_actual,p_load,q_load,p_gen,q_gen,p_net,q_net
Bus 1,16.5,16.5,0.0,0.0,0.0,247.49999999788943,175.4776689423118,247.49999999788943,175.4776689423118
Bus 2,18.0,18.0,0.0,0.0,0.0,163.19999694853803,115.200004578633,163.19999694853803,115.200004578633
Bus 3,13.800000190734863,13.800000190734863,0.0,0.0,0.0,-358.6726259245976,76.80000305154721,-358.6726259245976,76.80000305154721
Bus 4,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus 5,230.0,230.0,0.0,125.0,50.0,0.0,0.0,-125.0,-50.0
Bus 6,230.0,230.0,0.0,90.0,30.0,0.0,0.0,-90.0,-30.0
Bus 7,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus 8,230.0,230.0,0.0,100.0,35.0,0.0,0.0,-100.0,-35.0
Bus 9,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV1 LV,0.47999998927116394,0.47999998927116394,0.0,0.0,0.0,149600.0,-34108.80078125,149600.0,-34108.80078125
PV2 LV,0.47999998927116394,0.47999998927116394,0.0,0.0,0.0,115880.0078125,-26420.630859375,115880.0078125,-26420.630859375
