Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.5666020242443686+18.7854463193596j),(0.8503211493131434+0.610835045055367j),(0.1376679810819228-0.06936097078299916j),(0.0013816114507175078-0.01012375500363354j),(0.0005898449042521501-0.003352473635468351j),(-0.000280952122676343-0.0016953895363804473j),(0.00013871423293425748-0.0026789305135098j),(0.00373838153450013-0.004534426168018848j),(0.17617617014273285+0.01900264911075599j),(-0.0002805187806667433-0.0002619765355121928j),(-0.0001902053410645805-0.000911838522670094j),(-0.00018629126898013845-0.0009177029854204437j),(-0.00018402463084888737-0.0009342401257859035j),(0.00017529370290520095-0.004049797991952279j),(-0.000822132089042196-0.0004604023215068071j),(-0.001351162933982376-0.0026498046972628234j),(0.0050857190827106125-0.01827306154569534j),(0.014012822692522822-0.04039068478401212j),(-7.292069038241093e-05-1.0006842968135068e-06j),(-6.836780108089318e-05+8.983391209373e-06j),(-0.0004812971478065783-0.00013615107061048457j),(-2.7195511984173366e-05+3.087720832414936e-05j),(-6.0331009936031235e-06+3.946517916323448e-05j),(-0.0012716021427068435+0.0002498356563826112j),(0.25637993606978277+0.0471990558162958j),(0.000509685766061791+0.00011602089685877212j),(-0.0016003098448821992-0.0021666925889387394j),(2.700747227368077e-05-2.8735465684785277e-05j),(6.555585704598756e-07+2.7423646835772598e-08j),(0.8612402179575898+0.5623774026694075j),(-0.00034518058370741844-0.0016049097933958556j),(-0.0002901160431410515-0.00022153922547396194j),(-7.083496265613165e-05+3.908244464023226e-06j),(-6.640708491718749e-05+1.2330746361157965e-05j),(-2.4360086274367845e-05+3.209743517992272e-05j),(-1.830585845838553e-06+3.9307676329677973e-05j),(0.29389756508764+0.03827125159624983j),(-2.2307129098855256e-09-1.3667886017350453e-08j),(5.253438580087129e-07-1.6868476636682998e-05j)
Bus 02,(0.8503211493131427+0.6108350450553667j),(2.27134849877714+1.5759908909376865j),(0.3605162676983423-0.1890693755056776j),(0.003426968044547387-0.026407112537519203j),(-0.0002951941619253588-0.005367142993560253j),(-0.0009181979400935904-0.0021820879596660685j),(-0.0007610880838514459-0.0003683597911249682j),(-0.0006405681905293491-0.0006165340443033459j),(0.006914414292771113-0.006882503459993672j),(-0.0006118739894871805-0.000541240329639029j),(-0.0004607851506900091-0.0019111130605144013j),(-0.00044909441768979517-0.0019417407052971826j),(-0.0004415221637949965-0.0019949801931232677j),(0.00040701009532009727-0.01035912148176864j),(-0.0021611564229623266-0.0011671629627033168j),(-0.00367702932744573-0.006939985564640806j),(0.012643774722202036-0.04846861675220921j),(0.03526137620976598-0.10725271622750591j),(-0.00019256452077447427+3.776654443820921e-07j),(-0.00018013067489071192+2.6548795776948667e-05j),(-0.0012763447194265975-0.00033953159406393066j),(-7.052217449651369e-05+8.264727102695699e-05j),(-1.4294165945904183e-05+0.0001044446468357897j),(-0.003346901248921702+0.0007122658175944244j),(0.678920159913061+0.11354500786041874j),(0.0013506572199366894+0.0002843053451932557j),(-0.004318752585030228-0.0056524008810832325j),(7.006306742532606e-05-7.703212057610256e-05j),(1.7319580355767712e-06+4.4096635911593025e-08j),(2.2980846348876534+1.4475838654740405j),(-0.0009753551039590818-0.002040320674506673j),(-0.0006299680828327902-0.00045465667722836524j),(-0.00018685456464094156+1.3251706250859092e-05j),(-0.00017481543534580873+3.530519215538718e-05j),(-6.298563659000529e-05+8.575146355564774e-05j),(-3.2053300635760997e-06+0.00010385478645285787j),(0.01220686333580355-0.011037365162000774j),(-6.479576922056224e-09-3.598897091132816e-08j),(6.586341588705184e-07-4.455801697792288e-05j)
Bus 03,(0.13766798108192277-0.06936097078299915j),(0.36051626769834244-0.18906937550567773j),(2.453391767272473+0.9614087651192396j),(0.14370749327836496-0.09516272025361786j),(0.024752611100683747-0.023716872083929277j),(0.006759680333880927-0.013425843082380552j),(-0.0015789382650907959-0.004351751680619025j),(-0.0011582037071070483-0.00416263670477887j),(-0.0008395336795247654-0.0030947409581573164j),(7.177588177628398e-05-0.0052678552614798j),(0.007402991448516005-0.010288850708422476j),(0.007602602024299219-0.010363619265603212j),(0.007895420819939655-0.010553641315666423j),(0.0524040050785581-0.04188575601312914j),(-0.003452344227043617-0.0155048363985962j),(0.01830748495498918-0.047372478595718116j),(0.29028772529796304-0.14368294507074975j),(0.6739370929245434-0.2822564103575258j),(-0.000818028365043538-0.0009388197348574518j),(-0.000893138571451261-0.0007671707717425196j),(-0.0037516238268001816-0.007672342436650331j),(-0.0007025294867790406+5.893514110094536e-06j),(-0.0005706583560610836+0.0003728803227867223j),(-0.017664295070576225-0.013326206117255152j),(0.06107986831562107-0.08089361219824441j),(0.00017915872523529086-0.0003580228540659081j),(0.007799436682230054-0.045321417461835496j),(-1.6456515433143147e-05-2.5325804418028898e-05j),(1.3982447689142084e-07-4.826784312766891e-07j),(0.3455774456649805-0.20131071966457753j),(0.005839277634094431-0.013117941055669642j),(-0.0004275870857149253-0.004992073487450921j),(-0.0008566992311399663-0.0008563676541622591j),(-0.0009133732493365219-0.0007040989742695784j),(-0.0006857457342345087+5.5856542931938626e-05j),(-0.0005207776881461266+0.0004245343533572593j),(-0.0006366146079366228-0.0023449767887798625j),(-1.057399964069738e-08-8.304526816656689e-10j),(-1.2452865550666454e-05-3.4637562321793925e-06j)
Bus 04,(0.0013816114507175072-0.010123755003633533j),(0.0034269680445473873-0.026407112537519206j),(0.14370749327836496-0.09516272025361787j),(1.4159773483126001+0.8614798727820142j),(0.30765847480223985+0.11893362219854076j),(0.14448475594945176+0.004537009080511342j),(0.03162565461897697-0.031272810057183714j),(0.031594270672955616-0.026602779091964495j),(0.012908852352126219-0.010837704283803018j),(0.04626710947505541-0.019482457101422972j),(0.1181112251057052+0.025318336766419675j),(0.11950533996700094+0.0268162362538309j),(0.12226152778578565+0.028687967138636417j),(0.5639640646740465+0.3016209761823094j),(0.05332138848346729-0.018463879427795496j),(0.0024677922690117537-0.010397861219854415j),(0.004652785876880304-0.0245952630675998j),(0.00982779474938383-0.04817316467413606j),(-0.00019728308502287928-0.00017243523074604765j),(-0.000208054334720666-0.00013450983069625638j),(-0.001000652967445518-0.0014927388879167752j),(-0.00014629981208601537+2.1235213864475807e-05j),(-0.00010835553288306382+9.399146906924444e-05j),(-0.004062261434355848-0.0022752886424681285j),(-0.0020355110366911074-0.006310334025330151j),(-1.3659213276561684e-05-2.521554157900597e-05j),(-0.0024320477340141265-0.0025909550640203444j),(-2.162214050009527e-06-7.385368573102296e-08j),(-2.2591110017892064e-08-2.8024735901321846e-08j),(0.002210143780356789-0.02606738790758957j),(0.1380691400979562-0.002241976856194261j),(0.041953054739294914-0.022789596070774246j),(-0.00020299736952269197-0.0001541438550113765j),(-0.0002104768378178271-0.00012078399718197035j),(-0.00014137779524016133+3.1173847416919996e-05j),(-9.648511257023527e-05+0.0001033401255004441j),(-0.00027153969298858216-0.00029117509706743207j),(-4.828840166714978e-10+5.865689428288208e-10j),(-7.145927203757552e-07+5.887372150130301e-07j)
Bus 05,(0.0005898449042521508-0.00335247363546835j),(-0.0002951941619253586-0.005367142993560253j),(0.024752611100683733-0.023716872083929273j),(0.30765847480223973+0.11893362219854066j),(0.7158087225276181+2.8866524897169605j),(0.6566390653821945+1.0011483442723816j),(0.3733106415801346+0.06422973020326547j),(0.35482556441476276+0.09804026433678933j),(0.1449342336884575+0.04102602241932553j),(0.10395169688734217+0.014404922972614602j),(0.18985851412895005+0.18263754190422468j),(0.1861138950826762+0.1758271599195377j),(0.18441769483302706+0.17114332520767425j),(0.19300382944306832+0.11545983196578528j),(0.0191352826417359-0.005528194374988101j),(0.001175661886601339-0.0030872469940128005j),(0.00044797397708108884-0.005472912598882252j),(0.00022951710480316185-0.010028206323702793j),(-5.350994645913182e-05-6.08045160595963e-05j),(-5.834060905014823e-05-4.961540717498661e-05j),(-0.0002464839372567572-0.0004978535427482822j),(-4.569478727882656e-05+6.082481513221226e-07j),(-3.699962616068742e-05+2.4437025668736783e-05j),(-0.0011532563399523925-0.0008611604535298768j),(-0.000637040766104128-0.0011771433909268049j),(-3.675617701295131e-06-4.880823125372696e-06j),(-0.0005902771173699789-0.0005091170238121403j),(-4.5791325901916874e-07+5.2835295554192575e-08j),(-5.6464243064063295e-09-5.190180374951491e-09j),(-0.0005241298575065741-0.0052547829089450845j),(0.6720757058117066+0.9254007937241423j),(0.09973138714001761+0.003854267376877756j),(-5.5998933172810985e-05-5.542896533378381e-05j),(-5.963660117975377e-05-4.5506366656889327e-05j),(-4.458707817332752e-05+3.8527661815277945e-06j),(-3.373855654305066e-05+2.778094121816784e-05j),(0.0010793929758636067-0.002097706559794407j),(-8.318870834294734e-11+1.3886451654054084e-10j),(-1.3194099246372502e-07+1.466508937935499e-07j)
Bus 06,(-0.0002809521226763426-0.001695389536380447j),(-0.0009181979400935899-0.0021820879596660685j),(0.006759680333880924-0.01342584308238055j),(0.14448475594945176+0.004537009080511336j),(0.6566390653821946+1.001148344272382j),(0.8681909057291193+1.4413735503043865j),(0.38146527712565376+0.10295755971287303j),(0.2133989349961119-0.02965815865460081j),(0.0873961777812471-0.011589044995985655j),(0.13756800966337565+0.02791831241769053j),(0.23912496354341986+0.26036900671018665j),(0.23376014720416857+0.2502785636750022j),(0.23095216423572917+0.2431981944848132j),(0.15520952124489484+0.10919887141663852j),(0.01650332611990789-0.0034277768966132775j),(0.0012739093401317285-0.0022266309705828136j),(-0.00011598095558315076-0.002750965860837432j),(-0.0013142581245323486-0.00442936408371573j),(-3.3721552553193736e-05-5.309289973166958e-05j),(-3.8775621866102125e-05-4.509157463740022e-05j),(-0.00012909000293879092-0.00041161854332665216j),(-3.5126912673958465e-05-5.0398622927560555e-06j),(-3.132813116189565e-05+1.4287602743313286e-05j),(-0.0007809174057428551-0.0007995912648952592j),(-0.0004387558431679029-0.0003937493865302262j),(-2.2483805678698697e-06-1.8960549220335062e-06j),(-0.0003252079486429191-0.00021673134908954745j),(-2.092101332176736e-07+7.391487405488426e-08j),(-3.2063763712792956e-09-1.829808185131284e-09j),(-0.000996482506293111-0.002101546277529018j),(0.8939528852729997+1.335828607708295j),(0.13281585889013464+0.0134808160028103j),(-3.6278699013710556e-05-4.92691162886881e-05j),(-4.026497109803296e-05-4.2095600702016716e-05j),(-3.4668142944982925e-05-2.4174264342281893e-06j),(-2.9229442592189712e-05+1.7245780312055265e-05j),(9.752847051438222e-05-0.0013795349276742002j),(-2.414029417885088e-11+7.408671109365487e-11j),(-4.618226328065497e-08+8.297030188480911e-08j)
Bus 07,(0.00013871423293425767-0.0026789305135098j),(-0.000761088083851446-0.00036835979112496823j),(-0.0015789382650907959-0.004351751680619026j),(0.03162565461897699-0.031272810057183714j),(0.3733106415801347+0.06422973020326553j),(0.3814652771256538+0.10295755971287313j),(1.6320854185055862+1.6867244926336948j),(0.6397263745703529-0.021555848465822647j),(0.26184624727954364-0.0071810057259725085j),(0.027794546369674534-0.01789257295776624j),(0.08309392329596885+0.004666083440641698j),(0.08055575081725833+0.0038150441941990493j),(0.07894346726817514+0.003051714678099067j),(0.0463431396040755-0.010091312858802543j),(0.00215870500737718-0.0036134660453987057j),(-0.00021030467890125983-0.000606353878816142j),(-0.0006227720741897943-0.0004903745493421293j),(-0.0012490738052154636-0.0006253919329063887j),(-1.5555564619251007e-05-2.373498985003861e-06j),(-1.4878173345013998e-05-1.0478273783939673e-07j),(-9.883446697168538e-05-4.335344266496156e-05j),(-6.726906950822017e-06+5.793902899073585e-06j),(-2.458246943036433e-06+8.256141179624288e-06j),(-0.00027917626760037124+1.5737037088128957e-05j),(-0.00021053698549375438-2.038689307331859e-06j),(-9.190138024430159e-07+8.183569270523824e-08j),(-0.00010833249812891414+3.0426959438752312e-05j),(-2.975991778083461e-08+6.292354872858493e-08j),(-1.1159133444061063e-09+3.098274609900831e-10j),(-0.0007630709352029865-0.00032829306637218803j),(0.368664570647127+0.08089013150136726j),(0.024620789202307192-0.019547387297011845j),(-1.5255169186827842e-05-1.2625518755495342e-06j),(-1.4558248716008233e-05+6.687098517590841e-07j),(-6.157035117333167e-06+6.1386738525929805e-06j),(-1.5553867291582516e-06+8.34694040080021e-06j),(0.0007539629714226901-0.004044793031702266j),(1.116648219429239e-11+2.1744532460953673e-11j),(8.275140681094109e-09+2.8616191507703446e-08j)
Bus 08,(0.0037383815345001306-0.004534426168018848j),(-0.0006405681905293495-0.0006165340443033459j),(-0.001158203707107049-0.00416263670477887j),(0.031594270672955616-0.02660277909196451j),(0.3548255644147627+0.09804026433678927j),(0.2133989349961119-0.029658158654600864j),(0.6397263745703529-0.021555848465822647j),(1.2453985193638695+0.7585850622089142j),(0.5077051337225852+0.313623318084616j),(0.010419036627864657-0.015366103279684162j),(0.04387580582334974-0.015880095991144302j),(0.042459263184450424-0.01577192271976507j),(0.0415403979484749-0.01582236778758186j),(0.02953447556307806-0.016891405253602478j),(0.0006917133223114465-0.0029359142343297296j),(-0.00030350862230302646-0.00038629879063427087j),(-0.0005992314610195552-0.0004058176390457074j),(-0.001112682057581571-0.0006284570826228192j),(-1.1848993828231708e-05+2.164527024168014e-06j),(-1.0792618030298699e-05+3.6372132794204774e-06j),(-8.234015780290003e-05-6.70695802265616e-06j),(-3.4219284904891056e-06+5.87149599587752e-06j),(2.8153538093080894e-07+6.587975839523787e-06j),(-0.00019809623825741047+8.105998607956785e-05j),(-0.0002097637248067324-7.07315794963667e-05j),(-8.58440209515297e-07-3.573061063963058e-08j),(-9.668969109183925e-05+3.4784519187149244e-05j),(-3.509734474715185e-08+5.449379396314952e-08j),(-1.0678477097733322e-09+1.5093138743688756e-10j),(-0.0006556234487659274-0.0005771316066250284j),(0.2022697097763953-0.03800408845633664j),(0.008414836866118075-0.015522018083828179j),(-1.1354364076377258e-05+2.893487269300301e-06j),(-1.0368072226892137e-05+4.1171035671985215e-06j),(-2.923503409415646e-06+5.97876786503312e-06j),(9.575428792881326e-07+6.428361637619661e-06j),(0.006498403209883446-0.006762097090239708j),(7.676869862600149e-12+2.1429066832025995e-11j),(4.175141343576498e-09+2.7423571637406087e-08j)
Bus 09,(0.17617617014273285+0.019002649110755998j),(0.006914414292771112-0.006882503459993671j),(-0.0008395336795247651-0.003094740958157315j),(0.012908852352126222-0.010837704283803023j),(0.1449342336884575+0.041026022419325556j),(0.0873961777812471-0.011589044995985653j),(0.2618462472795437-0.007181005725972502j),(0.5077051337225855+0.3136233180846162j),(1.2420983616051071+17.777823849847795j),(0.004300750722436466-0.006259843007041549j),(0.01798884972424276-0.006386093764675343j),(0.017408789447885056-0.006345516912117112j),(0.017032716850667633-0.006368579782267794j),(0.012094111379557883-0.006846126014956349j),(0.00028490369107080386-0.0011931211921507349j),(-0.00014996859374840843-0.00015148929194045585j),(-0.00040169464645085164-0.0002483210000587567j),(-0.0007967027081253404-0.00046376157744650113j),(-5.000562307893671e-06+1.51997843497606e-06j),(-4.472241823077239e-06+2.102488225608342e-06j),(-3.582679914952762e-05+1.1873267856804801e-06j),(-1.1842698585093637e-06+2.700537736007205e-06j),(4.4768101140949857e-07+2.8259508016925886e-06j),(-8.137876012558944e-05+4.475493898227738e-05j),(0.0008257026916002844-0.002284477726072798j),(1.6633837767044676e-06-4.458236175208311e-06j),(-6.246066023845522e-05+2.4557830066343753e-05j),(-2.2659063914051107e-07-2.78435376469763e-07j),(1.040493806216841e-09-5.881541351023751e-09j),(0.006485682683963092-0.007056934557432188j),(0.08286361828646176-0.015032607830456728j),(0.003481263299831705-0.006328650060997658j),(-4.751233756116692e-06+1.809712990300357e-06j),(-4.265461596093914e-06+2.2883269761756714e-06j),(-9.640990148938885e-07+2.722091467535447e-06j),(7.311832408630777e-07+2.723661159066598e-06j),(0.27735098807676506+0.03975871074528304j),(-1.2601587276069756e-10+3.5915849063840252e-12j),(-1.5155875064286847e-07-2.5146621790180323e-08j)
Bus 10,(-0.0002805187806667431-0.0002619765355121927j),(-0.0006118739894871801-0.000541240329639029j),(7.177588177628309e-05-0.0052678552614798j),(0.0462671094750554-0.01948245710142298j),(0.10395169688734215+0.014404922972614604j),(0.13756800966337562+0.02791831241769053j),(0.02779454636967452-0.017892572957766237j),(0.010419036627864656-0.01536610327968416j),(0.004300750722436464-0.006259843007041549j),(1.0238051820074405+0.8044183504662109j),(0.6597706510346298+0.504864194880653j),(0.6576060550775588+0.503437423432616j),(0.6627432528697508+0.5081672443569053j),(0.3148373870680206+0.22048664927108372j),(0.03350918558814018-0.00703610768553676j),(0.0029867472594396825-0.004251876745189867j),(0.0006256693311209202-0.002520357020285421j),(-0.0011427009349316913-0.0019761850147921047j),(-5.8055742764115566e-05-0.00011340202788722631j),(-6.97491725717979e-05-9.821235778620851e-05j),(-0.0001831744700189526-0.0008543682728122899j),(-6.989999563333571e-05-1.6750789252165695e-05j),(-6.58623789906489e-05+2.2941662265552063e-05j),(-0.0014250542569300294-0.0017590595612677915j),(-0.00019543185144376758-5.684987480381473e-05j),(-1.3817153535164385e-06-1.45457393996002e-06j),(-0.00023661445712458253-0.00028244141945417043j),(-1.47397003051638e-07+3.437608508738661e-08j),(-2.0361873249813787e-09-1.4817164952619432e-09j),(-0.0006241726253778745-0.0005044864884708711j),(0.13253276123136967+0.020382293856224865j),(1.0445614523455033+0.6649718249417763j),(-6.393002341346048e-05-0.00010616957360295805j),(-7.331467598417903e-05-9.244924282146016e-05j),(-6.946643903763095e-05-1.137576679234533e-05j),(-6.218433825635085e-05+2.9301300880544112e-05j),(-8.595666752765474e-05-8.407255026894139e-05j),(-2.1938745322468083e-11+4.841260905805855e-11j),(-3.755064481064409e-08+5.277750126389767e-08j)
