Bus,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 39,PV1 LV,PV2 LV
Bus 01,(1.5484236554754784+18.793078708963904j),(0.8030909067690518+0.630158496725533j),(0.13697143520313548-0.0618791552971531j),(0.0017577558055687005-0.009805024120673118j),(0.0006823361818136026-0.003289628584750568j),(-0.00023239703687367183-0.0016721782675266658j),(0.00016338574852474457-0.0026821281443092588j),(0.003768869900602637-0.004521814581625363j),(0.17604859388375907+0.019762176225037842j),(-0.0002623724479157626-0.00026621211641649596j),(-0.00015271756252718702-0.0008972624037055236j),(-0.00014848136407836788-0.0009027444014574748j),(-0.00014546517494967414-0.0009187062210714089j),(0.0003336605578277813-0.003938264141304495j),(-0.0007821517877336562-0.0004821876950920145j),(-0.0012068147635175197-0.0026370081430242076j),(0.0057087106981966946-0.017590325409993165j),(0.015318718872886732-0.03876673346759085j),(-7.090219520956191e-05-4.335749096971944e-06j),(-6.690860374154331e-05+5.578423037916278e-06j),(-0.00046328096187982047-0.00015250993286859804j),(-2.7950831360678065e-05+2.8630799856864368e-05j),(-7.715828214198904e-06+3.8139113411480384e-05j),(-0.0012490169420220497+0.00019089286519736835j),(0.24779715641137715+0.056568307069650714j),(0.0004922278693758281+0.00012562080901109797j),(-0.001470504433367018-0.002177643596607923j),(2.6966181619563968e-05-2.723279435598518e-05j),(6.365763187905764e-07+4.565557524386053e-08j),(0.8129278406552027+0.5815839767239255j),(-0.0002983864960152985-0.0015835005494943173j),(-0.00027309067017628884-0.00022708500763743078j),(-6.904843372482432e-05+5.30147972287254e-07j),(-6.513531879587055e-05+8.919491380310933e-06j),(-2.5239466591980683e-05+2.9931653187451127e-05j),(-3.61803155828146e-06+3.815248855451261e-05j),(0.29364804444533293+0.03953968426837429j),(-1.4883030809197276e-09-1.0894194503676977e-08j),(1.8418648733029496e-06-2.4939244679493375e-05j)
Bus 02,(0.8030909067690514+0.6301584967255328j),(2.1474395346657387+1.6289701796822587j),(0.358986832308362-0.16928485571930338j),(0.00443050127104113-0.025581533534743604j),(-5.943219819531066e-05-0.005227258178059444j),(-0.0007961767476280788-0.00214478951680237j),(-0.000721332507939337-0.0003885995650678139j),(-0.0005948084587436577-0.0006269323624884998j),(0.00703767846619655-0.006390685011145129j),(-0.000567124224557386-0.0005535782444408396j),(-0.00036439885873502514-0.001878153945019409j),(-0.0003518011739276256-0.0019076337489536594j),(-0.0003422197280965661-0.0019592796459716273j),(0.0008273523691738316-0.010072973488587001j),(-0.0020567565788176543-0.0012262931892181568j),(-0.003295374309384501-0.006912140144648853j),(0.014317039374053455-0.046691635573328075j),(0.03877682714902464-0.10301874862605337j),(-0.00018737239166317948-8.511085341861074e-06j),(-0.0001764181542226295+1.749850592026826e-05j),(-0.0012294492364707313-0.0003834661420656734j),(-7.260898973007682e-05+7.674718503277273e-05j),(-1.8791698386043268e-05+0.00010101271041816936j),(-0.003289694907076588+0.00055570711911956j),(0.6566458204375375+0.13863966458820243j),(0.0013049428191923768+0.00031037909525301734j),(-0.0039764557751657695-0.005686686993526173j),(7.001586355926713e-05-7.306158803524376e-05j),(1.6825773466036041e-06+9.30283966047328e-08j),(2.171311349559606+1.5003050450312416j),(-0.0008575828420550435-0.0020081631038099536j),(-0.0005882405273033411-0.00047019307049564187j),(-0.00018227668168873653+4.258879975260458e-06j),(-0.00017159805605532547+2.624601800255752e-05j),(-6.539669719277291e-05+8.006936659770787e-05j),(-7.972322238676022e-06+0.00010087833840413374j),(0.01237399494965597-0.01019997366364336j),(-4.399941306503671e-09-2.8697105028945355e-08j),(3.7850643314112217e-06-6.592088089658429e-05j)
Bus 03,(0.13697143520313548-0.06187915529715309j),(0.35898683230836204-0.16928485571930338j),(2.4558711979927215+0.9629565580202661j),(0.14389069008394428-0.09522810219688722j),(0.02474966982668087-0.023650361061617872j),(0.006715603309052994-0.01331791554859652j),(-0.0015688443662509966-0.004328465948490447j),(-0.0011450405955190197-0.004156487596118121j),(-0.0007622951652233579-0.0030720874130822588j),(0.00010764110730613783-0.005246967700330379j),(0.0074259220437174235-0.010261100357813843j),(0.007626138800807763-0.010336737284063554j),(0.007919820305723189-0.01052730524989306j),(0.05247845282195426-0.04190134204148161j),(-0.0034512086631312174-0.015521899259554547j),(0.018337391378051616-0.04742093581695877j),(0.29063380790888715-0.14378050804793602j),(0.6747295108243516-0.2824270438711618j),(-0.0008132297830311148-0.0009431841527073978j),(-0.0008888236546252771-0.0007717233359614527j),(-0.0037547253398397566-0.007682488990663285j),(-0.0007014857923913632-5.344777798756183e-07j),(-0.0005732309633580158+0.00036985881159532234j),(-0.017681302113658936-0.013344460356446406j),(0.06283723453133096-0.07627561980314555j),(0.00017600561446397492-0.0003504129968732222j),(0.007817903079405197-0.045368024770375506j),(-1.6081477493530993e-05-2.4830485568406804e-05j),(1.3954571532149895e-07-4.7246171570708506e-07j),(0.34381909772402164-0.18116991143972472j),(0.005790444831875984-0.013005245989948452j),(-0.00039093018738875604-0.0049714972048619105j),(-0.0008516322813540355-0.0008603653562899015j),(-0.0009090678615236982-0.0007085748772893891j),(-0.0006846368756727621+4.942386649868898e-05j),(-0.0005232523026664477+0.0004214673547126163j),(-0.000515809074781782-0.002309868984591005j),(-8.460374352190229e-09-6.767588853360259e-10j),(-1.8500915907201877e-05-5.507125092083178e-06j)
Bus 04,(0.0017577558055687-0.009805024120673116j),(0.004430501271041136-0.02558153353474361j),(0.14389069008394428-0.09522810219688722j),(1.4159293564160795+0.861567315697334j),(0.3067505028971629+0.11898088605044056j),(0.14320499336040468+0.004555615246617545j),(0.03141183540285248-0.031061669013763962j),(0.03153205805835711-0.0264515386725862j),(0.012887297479362198-0.010779237902682776j),(0.046168096463404196-0.019075799945201956j),(0.117831072861729+0.0255784793652849j),(0.11923395328200326+0.0270762681678767j),(0.12199563915876739+0.028950736371586884j),(0.563828599773114+0.301770795569377j),(0.0533221869663193-0.018446291950900834j),(0.0024685829488780594-0.010399575996439694j),(0.004663036720729562-0.024616661201151545j),(0.009852127261437152-0.04822157902435028j),(-0.00019625415508784676-0.00017328741109059147j),(-0.0002071150617192559-0.00013542078706917142j),(-0.001000913150327729-0.0014932084670826282j),(-0.00014612615181523847+1.9871776292526382e-05j),(-0.00010886090875420436+9.336660381208059e-05j),(-0.004062940640437263-0.0022758040513404755j),(-0.0017218078226691226-0.006231018506904186j),(-1.33992181085883e-05-2.473468393210436e-05j),(-0.00243355076558015-0.002593904771014931j),(-2.1210109920302346e-06-7.244350312469445e-08j),(-2.2077326305053924e-08-2.7596754081590733e-08j),(0.0032241153074610215-0.02521624358299245j),(0.13673440024116643-0.0022365722317320147j),(0.04186399104465917-0.022372936478112317j),(-0.00020189368225841814-0.00015494330175047237j),(-0.00020953278390386165-0.00012169104096060082j),(-0.00014119357366557822+2.9797517367808134e-05j),(-9.69808004880922e-05+0.0001026923000113809j),(-0.00026338526013098727-0.00029599926375759934j),(-3.869513111999346e-10+4.700983949326993e-10j),(-1.083162652193242e-06+8.627634242547509e-07j)
Bus 05,(0.0006823361818136024-0.003289628584750567j),(-5.943219819531064e-05-0.005227258178059443j),(0.024749669826680865-0.023650361061617876j),(0.3067505028971629+0.11898088605044055j),(0.7112522394383345+2.880596523881544j),(0.6505651960383613+0.9923945184456908j),(0.37085835597247063+0.06373463360103775j),(0.35348963595052524+0.09831469282017652j),(0.14439134091031466+0.041137026564992296j),(0.10267470280899413+0.014839518709341562j),(0.18799464685980544+0.18143452847466887j),(0.1842886300248183+0.17468502979653766j),(0.18261062632535008+0.1700479300451142j),(0.1918697050372614+0.11499549083013531j),(0.019036174441762668-0.005482875302317567j),(0.001170316551207125-0.003071819030258994j),(0.0004518226667261049-0.0054599162426256145j),(0.00024284743365706482-0.010011657861104667j),(-5.288142088142525e-05-6.071832922329862e-05j),(-5.77136514976708e-05-4.9608503242636334e-05j),(-0.00024522694267232835-0.0004954902357514743j),(-4.5353537093647475e-05+1.9112460817831364e-07j),(-3.694227824029869e-05+2.4097007928843464e-05j),(-0.0011474475210324095-0.0008570748932478047j),(-0.0005690850388082419-0.001170686793625006j),(-3.5971332951700766e-06-4.782669736291745e-06j),(-0.0005884459733148807-0.0005084710880496446j),(-4.4853362238360234e-07+5.146967218217677e-08j),(-5.513004126588306e-09-5.111891468613271e-09j),(-0.0002849167519421609-0.005110761148853991j),(0.6658155852538234+0.9162126998468325j),(0.09847988681412367+0.0043902501839828325j),(-5.5337624516749894e-05-5.5351466708166274e-05j),(-5.9002190126221314e-05-4.551923464264376e-05j),(-4.424812669544113e-05+3.4156753902582405e-06j),(-3.369438996263581e-05+2.7417591073686207e-05j),(0.0010868098785786833-0.0020852753805527375j),(-6.662764820082859e-11+1.1107812935420866e-10j),(-2.007582758075009e-07+2.155915575489286e-07j)
Bus 06,(-0.0002323970368736716-0.0016721782675266663j),(-0.0007961767476280788-0.0021447895168023702j),(0.006715603309052992-0.013317915548596524j),(0.14320499336040465+0.004555615246617572j),(0.6505651960383615+0.9923945184456909j),(0.8601315092243501+1.4287474265657125j),(0.3780469584121504+0.10212947311434044j),(0.2115071914239661-0.029344811947672612j),(0.08662415539629281-0.011465422224560005j),(0.13576199064386177+0.028408945413022715j),(0.23657871589092702+0.25854668768680583j),(0.23126481484500128+0.24854393308782793j),(0.2284799445517676+0.24152991466457033j),(0.15364402652429723+0.10847143880748879j),(0.01636105258140681-0.0033704171208006808j),(0.0012656525110852131-0.0022045708564542373j),(-0.00011304358951834153-0.002727980600897003j),(-0.0013008623026331651-0.004395439815975938j),(-3.304140376372523e-05-5.27760453626508e-05j),(-3.807681220921399e-05-4.487535350208583e-05j),(-0.00012733208737280018-0.0004081283980184469j),(-3.466354725667158e-05-5.3431361445186564e-06j),(-3.1132458374311095e-05+1.393386299167717e-05j),(-0.000772673510108952-0.0007934971253891169j),(-0.00040731261819827936-0.00039831270995485955j),(-2.194812488686767e-06-1.85223634072695e-06j),(-0.00032231886089699344-0.00021514766546445246j),(-2.043160625748243e-07+7.209970599098631e-08j),(-3.126315804852543e-09-1.8011269831753881e-09j),(-0.0008718752317371758-0.002063506323235664j),(0.8856551619049805+1.322582876582514j),(0.13104054895668388+0.014114091549463349j),(-3.556696725701458e-05-4.8974181699800675e-05j),(-3.955590251847245e-05-4.190797684064606e-05j),(-3.42095154802789e-05-2.746480825848771e-06j),(-2.9053653843044073e-05+1.686316948519052e-05j),(0.00010179304773665079-0.001366762646048953j),(-1.9276307469560288e-11+5.90964273910527e-11j),(-7.083374353968735e-08+1.2234900245090522e-07j)
Bus 07,(0.00016338574852474484-0.002682128144309258j),(-0.0007213325079393367-0.00038859956506781415j),(-0.001568844366250996-0.004328465948490448j),(0.03141183540285249-0.031061669013763955j),(0.37085835597247063+0.06373463360103784j),(0.3780469584121505+0.10212947311434062j),(1.6313718044224972+1.687139998085453j),(0.6394571267065018-0.02119528634694745j),(0.26174296005062575-0.007031499551334336j),(0.02757001700423508-0.01751529327305683j),(0.08236728250221427+0.004771770292874802j),(0.07985199138893656+0.003927303501984607j),(0.07825442126742167+0.0031714572906790597j),(0.04596009816274366-0.00995986042376029j),(0.0021439592280235002-0.003580630015811121j),(-0.00020815643421924943-0.0006012808872106485j),(-0.0006187325988371375-0.00048714167609395607j),(-0.0012417045893220137-0.0006222574233369695j),(-1.5393916470120337e-05-2.436799678493921e-06j),(-1.4730044195357709e-05-1.876290282337874e-07j),(-9.797575806807187e-05-4.304309271123383e-05j),(-6.706076535767759e-06+5.665627540767186e-06j),(-2.48655517632128e-06+8.16744074055567e-06j),(-0.0002767962719815176+1.5445275310443807e-05j),(-0.00020373397546316488-1.0820442711907832e-05j),(-8.968514470362638e-07+7.848631780472708e-08j),(-0.00010762258657996501+3.0231536168580016e-05j),(-2.913279438118314e-08+6.135356082700635e-08j),(-1.0913798758845185e-09+2.968468357412587e-10j),(-0.0007224714066818926-0.0003488363968444876j),(0.365105106546475+0.07999584557033149j),(0.024424693679690475-0.019150924929475642j),(-1.5091302820305312e-05-1.3351355997357263e-06j),(-1.4412965266183909e-05+5.793217315800971e-07j),(-6.141249991345757e-06+6.00670772955642e-06j),(-1.591878338241503e-06+8.256469170449045e-06j),(0.0007689815387443536-0.004038001128256117j),(8.875914823467319e-12+1.734697201584363e-11j),(1.1540624333820442e-08+4.2788345836642864e-08j)
Bus 08,(0.003768869900602637-0.004521814581625364j),(-0.0005948084587436579-0.0006269323624884998j),(-0.0011450405955190201-0.004156487596118122j),(0.03153205805835712-0.0264515386725862j),(0.3534896359505252+0.09831469282017649j),(0.2115071914239661-0.029344811947672633j),(0.6394571267065016-0.02119528634694745j),(1.2453408570481566+0.758823498687312j),(0.5076924078945829+0.313735744464366j),(0.010388620158173337-0.015125853285286645j),(0.0435348547816306-0.015670235975726095j),(0.042131192381876376-0.01556364841490628j),(0.04122131502930943-0.015613458204974302j),(0.029370827578228977-0.016743021633714918j),(0.000691378115688929-0.002916281837006732j),(-0.0003014035042337272-0.0003842796721691725j),(-0.0005965591255400694-0.00040562612269347395j),(-0.0011083450020325653-0.0006297363423857696j),(-1.1780179052450098e-05+2.0809703866760475e-06j),(-1.0736020096305723e-05+3.547116332734835e-06j),(-8.186074705474952e-05-6.7359366315084186e-06j),(-3.4496769387052894e-06+5.788223249394712e-06j),(2.3787199168755657e-07+6.5486074199236625e-06j),(-0.00019699973089740825+8.042149878651363e-05j),(-0.000200563259047326-7.79349318786865e-05j),(-8.357004674417782e-07-3.67731598169321e-08j),(-9.644205996696992e-05+3.449140060428162e-05j),(-3.4297990760449257e-08+5.297418174745326e-08j),(-1.0414511782207742e-09+1.4071659811198528e-10j),(-0.0006090445682391788-0.0005874642919783773j),(0.20029300383079124-0.03769389675863205j),(0.008402813050959732-0.015278129242218014j),(-1.1285109424760466e-05+2.8047423112278564e-06j),(-1.0314149128329257e-05+4.024380866961723e-06j),(-2.954513423574812e-06+5.894497964561154e-06j),(9.09370925013594e-07+6.389496932973925e-06j),(0.006518897652977004-0.006735916470537671j),(6.066560143147893e-12+1.7059023626041806e-11j),(5.427107746359479e-09+4.0819000364080016e-08j)
Bus 09,(0.17604859388375912+0.019762176225037835j),(0.007037678466196549-0.006390685011145126j),(-0.0007622951652233581-0.003072087413082258j),(0.012887297479362203-0.01077923790268278j),(0.14439134091031466+0.04113702656499232j),(0.0866241553962928-0.011465422224559981j),(0.26174296005062575-0.007031499551334331j),(0.5076924078945829+0.313735744464366j),(1.2419270185903883+17.778412742600636j),(0.004287874808449621-0.006161910724812194j),(0.017849581771296568-0.006301398170422351j),(0.01727478386548267-0.006261445204284292j),(0.01690238428991625-0.006284236296602568j),(0.01202856304457922-0.0067872250031535j),(0.00028459712359255767-0.0011855485127241592j),(-0.00014873133795489455-0.00015205124622731626j),(-0.00039282379656908217-0.0002531124413902738j),(-0.0007767366701128689-0.00047414850584348974j),(-5.001085075358434e-06+1.4602681495582604e-06j),(-4.479427233414696e-06+2.0454140147246165e-06j),(-3.575916268551729e-05+9.709437195207546e-07j),(-1.2185926381600382e-06+2.6696534010044756e-06j),(4.139342979703929e-07+2.8237406924825894e-06j),(-8.146676810000017e-05+4.4170572925009645e-05j),(0.0009057125058160938-0.0021868218638356795j),(1.7408168212278502e-06-4.2715513108396905e-06j),(-6.223477630717315e-05+2.3149773552784895e-05j),(-2.114845431080895e-07-2.76351429924595e-07j),(1.200698492299673e-09-5.669169312033615e-09j),(0.006607051049069578-0.006556734797555939j),(0.08205671666559335-0.014910636782747011j),(0.0034758674869173403-0.00622918411913654j),(-4.752390962451711e-06+1.7500969908524947e-06j),(-4.274127591305784e-06+2.2320001665307995e-06j),(-9.991791375230362e-07+2.69214969567208e-06j),(6.970857097162803e-07+2.722972794274785e-06j),(0.27706234255224715+0.040670878838169035j),(-9.983742014786237e-11-1.336303469112566e-13j),(-2.2203584823690706e-07-4.751854888956233e-08j)
Bus 10,(-0.00026237244791576234-0.00026621211641649585j),(-0.0005671242245573854-0.0005535782444408395j),(0.0001076411073061378-0.005246967700330377j),(0.04616809646340419-0.01907579994520196j),(0.10267470280899414+0.014839518709341581j),(0.13576199064386174+0.028408945413022732j),(0.027570017004235073-0.017515293273056825j),(0.010388620158173337-0.015125853285286641j),(0.00428787480844962-0.006161910724812193j),(1.0159503351899235+0.8080542534060592j),(0.6545786925272692+0.5072116602809016j),(0.6524371864554616+0.5057785175839258j),(0.6575366595705909+0.5105261274627138j),(0.31246720092484304+0.22169827838370862j),(0.033443574411995955-0.006808262830922143j),(0.003003154535866898-0.004219927025804644j),(0.0006396908845733337-0.0025084465124067218j),(-0.0011254875250136481-0.001976851080302583j),(-5.655196936986945e-05-0.00011356602984776441j),(-6.832771085819395e-05-9.854168618488859e-05j),(-0.0001773883932122297-0.0008528453153322457j),(-6.923484581094183e-05-1.769976103170517e-05j),(-6.589180205367948e-05+2.209066042015785e-05j),(-0.001409736721023469-0.0017621212258386676j),(-0.00018666450214850655-6.438132777507736e-05j),(-1.3708867389328902e-06-1.4440792652035108e-06j),(-0.00023407513009486035-0.0002830511602664743j),(-1.4630206624543614e-07+3.407031148235239e-08j),(-2.016683505773581e-09-1.4800419016387643e-09j),(-0.0005787812610637263-0.0005169098489320835j),(0.1307345455754273+0.020846077046621676j),(1.0365346141032015+0.6686719404480822j),(-6.242637292242698e-05-0.00010635651634100439j),(-7.19147507765479e-05-9.281716059696046e-05j),(-6.882836026688256e-05-1.2344181708622337e-05j),(-6.225637426520511e-05+2.844257355814974e-05j),(-8.41701966293611e-05-8.405939441165415e-05j),(-1.7799050452347544e-11+3.92498408062366e-11j),(-5.816035431724513e-08+7.88968567509724e-08j)
